"","repo_name","num_events","num_actors","total_events","total_actors","events_per_actor","type","num_repo_events","num_repo_actors","repo_events_per_actor","participation_rate"
"49","NuxiNL/cloudlibc",3,2,330,24,13.75,"IssueCommentEvent",330,24,13.75,0
"50","jessesquires/DefaultStringConvertible",30,4,116,20,5.8,"IssueCommentEvent",116,20,5.8,0
"51","Hyrules/WinHue3",272,24,600,56,10.71429,"IssueCommentEvent",600,56,10.71429,0
"52","juancarlospaco/anglerfish",49,4,413,161,2.56522,"IssueCommentEvent",413,161,2.56522,0
"53","salesforce-ux/design-system-ios",10,4,158,23,6.86957,"IssueCommentEvent",158,23,6.86957,0
"54","codekirei/node-multispinner",3,3,33,24,1.375,"ForkEvent",33,24,1.375,0
"55","jindulys/Leetcode_Solutions_Swift",7,7,373,103,3.62136,"ForkEvent",373,103,3.62136,0
"56","webpack/jshint-loader",6,5,80,24,3.33333,"ForkEvent",80,24,3.33333,0
"57","VictorAlbertos/Mockery",37,1,181,109,1.66055,"PushEvent",181,109,1.66055,0
"58","Merri/react-lazy",22,22,26,26,1,"WatchEvent",26,26,1,0
"59","jindulys/Leetcode_Solutions_Swift",100,99,373,103,3.62136,"WatchEvent",373,103,3.62136,0
"60","caolan/jam",36,35,49,41,1.19512,"WatchEvent",49,41,1.19512,0
"61","mayank-patel/react-native-floating-labels",5,2,82,28,2.92857,"CreateEvent",82,28,2.92857,0
"62","rancher/community-catalog",3,1,1463,366,3.99727,"DeleteEvent",1463,366,3.99727,0
"63","globalizejs/react-globalize",4,2,78,30,2.6,"PullRequestEvent",78,30,2.6,0
"64","dannyvankooten/PHP-Router",22,7,173,76,2.27632,"IssueCommentEvent",173,76,2.27632,0
"65","mayank-patel/react-native-floating-labels",1,1,82,28,2.92857,"CommitCommentEvent",82,28,2.92857,0
"66","Merri/react-lazy",3,3,26,26,1,"ForkEvent",26,26,1,0
"67","klange/nyancat",9,9,91,83,1.09639,"ForkEvent",91,83,1.09639,0
"68","tianshaojie/android-code-style",12,12,27,22,1.22727,"ForkEvent",27,22,1.22727,0
"69","hojberg/cssarrowplease",20,20,131,121,1.08264,"ForkEvent",131,121,1.08264,0
"70","sup-heliotrope/sup",8,8,90,74,1.21622,"ForkEvent",90,74,1.21622,0
"71","jindulys/Leetcode_Solutions_Swift",266,1,373,103,3.62136,"PushEvent",373,103,3.62136,0
"72","eyaler/word2vec-slim",7,1,60,49,1.22449,"PushEvent",60,49,1.22449,0
"73","omega8cc/boa",20,20,1580,96,16.45833,"WatchEvent",1580,96,16.45833,0
"74","Shopify/ejson",1,1,169,109,1.55046,"ReleaseEvent",169,109,1.55046,0
"75","ilpianista/arch-audit",10,4,296,130,2.27692,"PullRequestEvent",296,130,2.27692,0
"76","bev-a-tron/MyFlaskTutorial",3,2,95,87,1.09195,"IssueCommentEvent",95,87,1.09195,0
"77","jayli/jayli.github.com",20,15,130,108,1.2037,"IssueCommentEvent",130,108,1.2037,0
"78","eyaler/word2vec-slim",2,2,60,49,1.22449,"IssueCommentEvent",60,49,1.22449,0
"79","thoughtbot/cities",1,1,55,22,2.5,"PullRequestReviewCommentEvent",55,22,2.5,0
"80","gaohuang/SnapshotEnsemble",6,6,77,63,1.22222,"ForkEvent",77,63,1.22222,0
"81","shibbir/generator-angular2-typescript",52,1,187,47,3.97872,"PushEvent",187,47,3.97872,0
"82","cs109Alabs/project_resources",13,1,100,73,1.36986,"PushEvent",100,73,1.36986,0
"83","scrapinghub/shub",10,10,332,34,9.76471,"WatchEvent",332,34,9.76471,0
"84","elastic/elasticsearch-js",403,398,852,525,1.62286,"WatchEvent",852,525,1.62286,0
"85","nm-l2tp/network-manager-l2tp",4,3,388,103,3.76699,"PullRequestEvent",388,103,3.76699,0
"86","codekirei/node-multispinner",5,3,33,24,1.375,"IssueCommentEvent",33,24,1.375,0
"87","lishengzxc/bblog",21,14,99,66,1.5,"IssueCommentEvent",99,66,1.5,0
"88","BVLC/caffe",153,28,12799,8151,1.57024,"PullRequestReviewCommentEvent",12799,8151,1.57024,0
"89","arun-gupta/docker-images",35,35,99,72,1.375,"ForkEvent",99,72,1.375,0
"90","OWASP/railsgoat",28,25,192,75,2.56,"ForkEvent",192,75,2.56,0
"91","Barath-Kannan/SignalsAndSlots",2,2,104,29,3.58621,"ForkEvent",104,29,3.58621,0
"92","spacemonkeygo/monkit",14,14,389,271,1.43542,"ForkEvent",389,271,1.43542,0
"93","cs109Alabs/project_resources",78,70,100,73,1.36986,"ForkEvent",100,73,1.36986,0
"94","salesforce-ux/design-system-ios",10,9,158,23,6.86957,"ForkEvent",158,23,6.86957,0
"95","openssh/openssh-portable",86,82,375,181,2.07182,"ForkEvent",375,181,2.07182,0
"96","mayank-patel/react-native-floating-labels",23,2,82,28,2.92857,"PushEvent",82,28,2.92857,0
"97","multunus/onemdm-server",2,2,45,26,1.73077,"PushEvent",45,26,1.73077,0
"98","linuxserver/docker-musicbrainz",29,3,179,27,6.62963,"CreateEvent",179,27,6.62963,0
"99","vkiryukhin/jsonfn",11,5,55,29,1.89655,"IssuesEvent",55,29,1.89655,0
"100","nm-l2tp/network-manager-l2tp",56,24,388,103,3.76699,"IssuesEvent",388,103,3.76699,0
"101","salesforce-ux/design-system-ios",2,1,158,23,6.86957,"ReleaseEvent",158,23,6.86957,0
"102","andrewbanchich/forty-jekyll-theme",6,3,102,76,1.34211,"PullRequestEvent",102,76,1.34211,0
"103","CarlRaymond/jquery.cardswipe",7,3,49,23,2.13043,"PullRequestEvent",49,23,2.13043,0
"104","BVLC/caffe",2914,930,12799,8151,1.57024,"IssueCommentEvent",12799,8151,1.57024,0
"105","velyan/Mark",8,8,171,85,2.01176,"ForkEvent",171,85,2.01176,0
"106","velyan/Mark",49,1,171,85,2.01176,"PushEvent",171,85,2.01176,0
"107","arun-gupta/docker-images",38,38,99,72,1.375,"WatchEvent",99,72,1.375,0
"108","less/less-plugin-autoprefix",3,2,30,28,1.07143,"IssuesEvent",30,28,1.07143,0
"109","ilpianista/arch-audit",8,1,296,130,2.27692,"ReleaseEvent",296,130,2.27692,0
"110","shibbir/generator-angular2-typescript",14,5,187,47,3.97872,"PullRequestEvent",187,47,3.97872,0
"111","webpack/jshint-loader",12,4,80,24,3.33333,"PullRequestEvent",80,24,3.33333,0
"112","openssh/openssh-portable",24,15,375,181,2.07182,"PullRequestEvent",375,181,2.07182,0
"113","scrapinghub/shub",85,18,332,34,9.76471,"IssueCommentEvent",332,34,9.76471,0
"114","openssh/openssh-portable",4,2,375,181,2.07182,"PullRequestReviewCommentEvent",375,181,2.07182,0
"115","nishanths/zoom.js",1,1,124,95,1.30526,"IssuesEvent",124,95,1.30526,0
"116","salesforce-ux/design-system-ios",1,1,158,23,6.86957,"PullRequestReviewCommentEvent",158,23,6.86957,0
"117","shibbir/generator-angular2-typescript",2,1,187,47,3.97872,"CreateEvent",187,47,3.97872,0
"118","cydparser/spacemacs-intero",2,1,87,46,1.8913,"CreateEvent",87,46,1.8913,0
"119","evercode1/view-maker",6,4,78,63,1.2381,"IssuesEvent",78,63,1.2381,0
"120","Hyrules/WinHue3",7,7,600,56,10.71429,"ForkEvent",600,56,10.71429,0
"121","masterzen/winrm",8,2,127,36,3.52778,"PullRequestEvent",127,36,3.52778,0
"122","webpack/jshint-loader",15,14,80,24,3.33333,"WatchEvent",80,24,3.33333,0
"123","OWASP/railsgoat",16,2,192,75,2.56,"GollumEvent",192,75,2.56,0
"124","Ensembles/ert",25,3,1488,29,51.31034,"CreateEvent",1488,29,51.31034,0
"125","ApsOps/filebeat-kubernetes",26,26,44,36,1.22222,"WatchEvent",44,36,1.22222,0
"126","lishengzxc/bblog",59,56,99,66,1.5,"WatchEvent",99,66,1.5,0
"127","futurepress/epub.js",189,40,827,364,2.27198,"IssueCommentEvent",827,364,2.27198,0
"128","mbakeranalecta/sam",1,1,364,28,13,"ForkEvent",364,28,13,0
"129","juancarlospaco/anglerfish",2,1,413,161,2.56522,"ForkEvent",413,161,2.56522,0
"130","globalizejs/react-globalize",1,1,78,30,2.6,"ForkEvent",78,30,2.6,0
"131","vkiryukhin/jsonfn",7,1,55,29,1.89655,"PushEvent",55,29,1.89655,0
"132","vitorabner/decoraki",76,1,219,60,3.65,"PushEvent",219,60,3.65,0
"133","velyan/Mark",84,80,171,85,2.01176,"WatchEvent",171,85,2.01176,0
"134","hypriot/rpi-node",13,12,64,27,2.37037,"WatchEvent",64,27,2.37037,0
"135","VISIONAI/clouddream",20,20,33,29,1.13793,"WatchEvent",33,29,1.13793,0
"136","ilpianista/arch-audit",128,125,296,130,2.27692,"WatchEvent",296,130,2.27692,0
"137","vitorabner/decoraki",4,1,219,60,3.65,"IssuesEvent",219,60,3.65,0
"138","rancher/community-catalog",59,31,1463,366,3.99727,"IssuesEvent",1463,366,3.99727,0
"139","ApsOps/filebeat-kubernetes",1,1,44,36,1.22222,"ReleaseEvent",44,36,1.22222,0
"140","scrapinghub/shub",54,12,332,34,9.76471,"PullRequestEvent",332,34,9.76471,0
"141","less/less-plugin-autoprefix",2,2,30,28,1.07143,"IssueCommentEvent",30,28,1.07143,0
"142","Hyrules/WinHue3",1,1,600,56,10.71429,"CommitCommentEvent",600,56,10.71429,0
"143","awslabs/apn-blog",3,2,78,51,1.52941,"PullRequestReviewCommentEvent",78,51,1.52941,0
"144","SafeBreach-Labs/pacdoor",2,1,131,120,1.09167,"CreateEvent",131,120,1.09167,0
"145","zachscrivena/simple-resume-cv",4,1,84,59,1.42373,"CreateEvent",84,59,1.42373,0
"146","elastic/elasticsearch-js",4,3,852,525,1.62286,"ReleaseEvent",852,525,1.62286,0
"147","philcali/cronish",8,3,39,24,1.625,"IssueCommentEvent",39,24,1.625,0
"148","arun-gupta/docker-images",9,3,99,72,1.375,"IssueCommentEvent",99,72,1.375,0
"149","vitorabner/decoraki",19,1,219,60,3.65,"DeleteEvent",219,60,3.65,0
"150","dannyvankooten/PHP-Router",25,3,173,76,2.27632,"PullRequestEvent",173,76,2.27632,0
"151","masterzen/winrm",46,7,127,36,3.52778,"IssueCommentEvent",127,36,3.52778,0
"152","todc/todc-bootstrap",64,64,110,79,1.39241,"WatchEvent",110,79,1.39241,0
"153","PagerDuty/go-pagerduty",74,15,268,53,5.0566,"PullRequestEvent",268,53,5.0566,0
"154","evercode1/view-maker",7,6,78,63,1.2381,"ForkEvent",78,63,1.2381,0
"155","jamesmontemagno/Hanselman.Forms",56,56,212,182,1.16484,"ForkEvent",212,182,1.16484,0
"156","SafeBreach-Labs/pacdoor",3,1,131,120,1.09167,"PushEvent",131,120,1.09167,0
"157","mattbrictson/airbrussh",33,33,131,48,2.72917,"WatchEvent",131,48,2.72917,0
"158","masterzen/winrm",22,22,127,36,3.52778,"WatchEvent",127,36,3.52778,0
"159","lintweaker/xmos-native-dsd",11,5,144,26,5.53846,"IssuesEvent",144,26,5.53846,0
"160","Hyrules/WinHue3",82,25,600,56,10.71429,"IssuesEvent",600,56,10.71429,0
"161","CANopenNode/CANopenSocket",1,1,33,20,1.65,"IssuesEvent",33,20,1.65,0
"162","npm/nopt",7,5,107,42,2.54762,"IssuesEvent",107,42,2.54762,0
"163","nihit/TensorFlow101",1,1,65,56,1.16071,"IssueCommentEvent",65,56,1.16071,0
"164","Armax/Pokemon-GO-node-api",916,200,2972,1419,2.09443,"IssueCommentEvent",2972,1419,2.09443,0
"165","klange/nyancat",3,2,91,83,1.09639,"IssueCommentEvent",91,83,1.09639,0
"166","donadigo/elementary-ide",32,3,155,29,5.34483,"IssueCommentEvent",155,29,5.34483,0
"167","linuxserver/docker-musicbrainz",12,8,179,27,6.62963,"ForkEvent",179,27,6.62963,0
"168","dannyvankooten/PHP-Router",13,2,173,76,2.27632,"PushEvent",173,76,2.27632,0
"169","gaohuang/SnapshotEnsemble",58,58,77,63,1.22222,"WatchEvent",77,63,1.22222,0
"170","LiuLang/kwplayer",2,2,55,48,1.14583,"IssuesEvent",55,48,1.14583,0
"171","globalizejs/react-globalize",25,5,78,30,2.6,"IssueCommentEvent",78,30,2.6,0
"172","mackenziechild/raddit",1,1,58,55,1.05455,"IssueCommentEvent",58,55,1.05455,0
"173","elastic/elasticsearch-js",7,3,852,525,1.62286,"PullRequestReviewCommentEvent",852,525,1.62286,0
"174","Shopify/ejson",5,5,169,109,1.55046,"ForkEvent",169,109,1.55046,0
"175","elastic/elasticsearch-js",48,48,852,525,1.62286,"ForkEvent",852,525,1.62286,0
"176","nm-l2tp/network-manager-l2tp",73,1,388,103,3.76699,"PushEvent",388,103,3.76699,0
"177","Barath-Kannan/SignalsAndSlots",70,1,104,29,3.58621,"PushEvent",104,29,3.58621,0
"178","salesforce-ux/design-system-ios",88,4,158,23,6.86957,"PushEvent",158,23,6.86957,0
"179","beworker/tinymachine",1,1,28,25,1.12,"PushEvent",28,25,1.12,0
"180","elastic/elasticsearch-js",62,3,852,525,1.62286,"PushEvent",852,525,1.62286,0
"181","philcali/cronish",16,16,39,24,1.625,"WatchEvent",39,24,1.625,0
"182","nm-l2tp/network-manager-l2tp",68,66,388,103,3.76699,"WatchEvent",388,103,3.76699,0
"183","Barath-Kannan/SignalsAndSlots",26,26,104,29,3.58621,"WatchEvent",104,29,3.58621,0
"184","saronic/ListViewExer",1,1,24,22,1.09091,"WatchEvent",24,22,1.09091,0
"185","thoughtbot/cities",5,4,55,22,2.5,"CreateEvent",55,22,2.5,0
"186","danielcastelao/ExFinalParte3",6,1,34,26,1.30769,"CreateEvent",34,26,1.30769,0
"187","ilpianista/arch-audit",13,1,296,130,2.27692,"CreateEvent",296,130,2.27692,0
"188","VISIONAI/clouddream",1,1,33,29,1.13793,"IssuesEvent",33,29,1.13793,0
"189","linuxserver/docker-musicbrainz",9,6,179,27,6.62963,"IssuesEvent",179,27,6.62963,0
"190","plusvic/yara",1,1,65,42,1.54762,"PullRequestEvent",65,42,1.54762,0
"191","klange/nyancat",3,2,91,83,1.09639,"PullRequestEvent",91,83,1.09639,0
"192","joshvillbrandt/goprohero",2,2,69,49,1.40816,"PullRequestEvent",69,49,1.40816,0
"193","ax5ui/ax5ui-grid",2,2,392,27,14.51852,"ForkEvent",392,27,14.51852,0
"194","multunus/onemdm-server",7,7,45,26,1.73077,"ForkEvent",45,26,1.73077,0
"195","hypriot/rpi-node",10,1,64,27,2.37037,"PushEvent",64,27,2.37037,0
"196","mackenziechild/raddit",32,32,58,55,1.05455,"WatchEvent",58,55,1.05455,0
"197","NuxiNL/cloudlibc",43,1,330,24,13.75,"CreateEvent",330,24,13.75,0
"198","scrapinghub/shub",23,9,332,34,9.76471,"IssuesEvent",332,34,9.76471,0
"199","BVLC/caffe",1101,538,12799,8151,1.57024,"IssuesEvent",12799,8151,1.57024,0
"200","ax5ui/ax5ui-grid",18,7,392,27,14.51852,"IssuesEvent",392,27,14.51852,0
"201","globalizejs/react-globalize",1,1,78,30,2.6,"ReleaseEvent",78,30,2.6,0
"202","CANopenNode/CANopenSocket",2,2,33,20,1.65,"PullRequestEvent",33,20,1.65,0
"203","Ensembles/ert",371,16,1488,29,51.31034,"IssueCommentEvent",1488,29,51.31034,0
"204","rancher/community-catalog",1,1,1463,366,3.99727,"CommitCommentEvent",1463,366,3.99727,0
"205","mirror/jdownloader",9,9,226,21,10.7619,"ForkEvent",226,21,10.7619,0
"206","LiuLang/kwplayer",19,19,55,48,1.14583,"ForkEvent",55,48,1.14583,0
"207","zachscrivena/simple-resume-cv",25,25,84,59,1.42373,"ForkEvent",84,59,1.42373,0
"208","juancarlospaco/anglerfish",158,2,413,161,2.56522,"PushEvent",413,161,2.56522,0
"209","wuhaoyu1990/KingdomRush",30,30,42,39,1.07692,"WatchEvent",42,39,1.07692,0
"210","beworker/tinymachine",1,1,28,25,1.12,"IssuesEvent",28,25,1.12,0
"211","bev-a-tron/MyFlaskTutorial",3,2,95,87,1.09195,"PullRequestEvent",95,87,1.09195,0
"212","juancarlospaco/anglerfish",8,2,413,161,2.56522,"PullRequestEvent",413,161,2.56522,0
"213","jiahaog/Revenant",1,1,23,20,1.15,"IssueCommentEvent",23,20,1.15,0
"214","mayank-patel/react-native-floating-labels",5,3,82,28,2.92857,"IssueCommentEvent",82,28,2.92857,0
"215","openssh/openssh-portable",12,4,375,181,2.07182,"IssueCommentEvent",375,181,2.07182,0
"216","webpack/jshint-loader",6,2,80,24,3.33333,"PullRequestReviewCommentEvent",80,24,3.33333,0
"217","laktak/vanilla-chrome",1,1,22,22,1,"ForkEvent",22,22,1,0
"218","nihit/TensorFlow101",2,1,65,56,1.16071,"PushEvent",65,56,1.16071,0
"219","andrewbanchich/forty-jekyll-theme",3,1,102,76,1.34211,"PushEvent",102,76,1.34211,0
"220","jessesquires/DefaultStringConvertible",29,2,116,20,5.8,"PushEvent",116,20,5.8,0
"221","OWASP/railsgoat",13,2,192,75,2.56,"PushEvent",192,75,2.56,0
"222","i5ting/githubrank",18,18,27,23,1.17391,"WatchEvent",27,23,1.17391,0
"223","liangshixing/mvvmdemo",46,46,74,60,1.23333,"WatchEvent",74,60,1.23333,0
"224","rancher/community-catalog",3,3,1463,366,3.99727,"CreateEvent",1463,366,3.99727,0
"225","andrewbanchich/forty-jekyll-theme",1,1,102,76,1.34211,"IssueCommentEvent",102,76,1.34211,0
"226","velyan/Mark",3,2,171,85,2.01176,"IssueCommentEvent",171,85,2.01176,0
"227","sup-heliotrope/sup",13,11,90,74,1.21622,"IssueCommentEvent",90,74,1.21622,0
"228","ilpianista/arch-audit",40,7,296,130,2.27692,"IssueCommentEvent",296,130,2.27692,0
"229","VictorAlbertos/Mockery",5,2,181,109,1.66055,"IssueCommentEvent",181,109,1.66055,0
"230","Ensembles/ert",234,8,1488,29,51.31034,"PullRequestReviewCommentEvent",1488,29,51.31034,0
"231","jiahaog/Revenant",5,5,23,20,1.15,"ForkEvent",23,20,1.15,0
"232","eyaler/word2vec-slim",4,4,60,49,1.22449,"ForkEvent",60,49,1.22449,0
"233","thoughtbot/cities",18,9,55,22,2.5,"PushEvent",55,22,2.5,0
"234","Shopify/ejson",10,5,169,109,1.55046,"PushEvent",169,109,1.55046,0
"235","XAM-Consulting/SlideOverKit",14,2,169,80,2.1125,"PushEvent",169,80,2.1125,0
"236","linuxserver/docker-musicbrainz",40,4,179,27,6.62963,"PushEvent",179,27,6.62963,0
"237","nihit/TensorFlow101",55,53,65,56,1.16071,"WatchEvent",65,56,1.16071,0
"238","rancher/community-catalog",89,84,1463,366,3.99727,"WatchEvent",1463,366,3.99727,0
"239","globalizejs/react-globalize",24,24,78,30,2.6,"WatchEvent",78,30,2.6,0
"240","UPOD-2016/UPOD",12,6,804,40,20.1,"CreateEvent",804,40,20.1,0
"241","thoughtbot/cities",4,4,55,22,2.5,"DeleteEvent",55,22,2.5,0
"242","Merri/react-lazy",1,1,26,26,1,"IssuesEvent",26,26,1,0
"243","ApsOps/filebeat-kubernetes",3,3,44,36,1.22222,"IssueCommentEvent",44,36,1.22222,0
"244","todc/todc-bootstrap",3,3,110,79,1.39241,"IssueCommentEvent",110,79,1.39241,0
"245","CANopenNode/CANopenSocket",1,1,33,20,1.65,"IssueCommentEvent",33,20,1.65,0
"246","XAM-Consulting/SlideOverKit",43,13,169,80,2.1125,"IssueCommentEvent",169,80,2.1125,0
"247","mattbrictson/airbrussh",43,11,131,48,2.72917,"IssueCommentEvent",131,48,2.72917,0
"248","nihit/TensorFlow101",1,1,65,56,1.16071,"PublicEvent",65,56,1.16071,0
"249","ApsOps/filebeat-kubernetes",1,1,44,36,1.22222,"CreateEvent",44,36,1.22222,0
"250","liangshixing/mvvmdemo",1,1,74,60,1.23333,"IssuesEvent",74,60,1.23333,0
"251","nihit/TensorFlow101",2,2,65,56,1.16071,"IssuesEvent",65,56,1.16071,0
"252","juancarlospaco/anglerfish",2,1,413,161,2.56522,"ReleaseEvent",413,161,2.56522,0
"253","globalizejs/react-globalize",2,2,78,30,2.6,"CommitCommentEvent",78,30,2.6,0
"254","jltmtz/local-search-quantization",4,1,49,40,1.225,"CreateEvent",49,40,1.225,0
"255","salesforce-ux/design-system-ios",5,3,158,23,6.86957,"IssuesEvent",158,23,6.86957,0
"256","cydparser/spacemacs-intero",6,6,87,46,1.8913,"ForkEvent",87,46,1.8913,0
"257","CANopenNode/CANopenSocket",10,10,33,20,1.65,"ForkEvent",33,20,1.65,0
"258","mattbrictson/airbrussh",12,1,131,48,2.72917,"PushEvent",131,48,2.72917,0
"259","mattbrictson/airbrussh",13,4,131,48,2.72917,"PullRequestEvent",131,48,2.72917,0
"260","mayank-patel/react-native-floating-labels",13,4,82,28,2.92857,"PullRequestEvent",82,28,2.92857,0
"261","donadigo/elementary-ide",29,28,155,29,5.34483,"WatchEvent",155,29,5.34483,0
"262","BVLC/caffe",415,146,12799,8151,1.57024,"PullRequestEvent",12799,8151,1.57024,0
"263","Arduboy/Arduboy",1,1,249,64,3.89063,"ReleaseEvent",249,64,3.89063,0
"264","NuxiNL/cloudlibc",2,2,330,24,13.75,"PullRequestEvent",330,24,13.75,0
"265","zachscrivena/simple-resume-cv",2,2,84,59,1.42373,"PullRequestEvent",84,59,1.42373,0
"266","caolan/jam",2,2,49,41,1.19512,"PullRequestEvent",49,41,1.19512,0
"267","nm-l2tp/network-manager-l2tp",3,1,388,103,3.76699,"CreateEvent",388,103,3.76699,0
"268","mayank-patel/react-native-floating-labels",3,3,82,28,2.92857,"IssuesEvent",82,28,2.92857,0
"269","mayank-patel/react-native-floating-labels",3,1,82,28,2.92857,"DeleteEvent",82,28,2.92857,0
"270","openssh/openssh-portable",4,1,375,181,2.07182,"CreateEvent",375,181,2.07182,0
"271","ilpianista/arch-audit",5,5,296,130,2.27692,"ForkEvent",296,130,2.27692,0
"272","elastic/elasticsearch-js",5,1,852,525,1.62286,"DeleteEvent",852,525,1.62286,0
"273","lintweaker/xmos-native-dsd",7,7,144,26,5.53846,"WatchEvent",144,26,5.53846,0
"274","VISIONAI/clouddream",7,7,33,29,1.13793,"ForkEvent",33,29,1.13793,0
"275","hypriot/rpi-node",8,2,64,27,2.37037,"PullRequestEvent",64,27,2.37037,0
"276","salesforce-ux/design-system-ios",19,6,158,23,6.86957,"PullRequestEvent",158,23,6.86957,0
"277","scrapinghub/shub",20,3,332,34,9.76471,"CreateEvent",332,34,9.76471,0
"278","Hyrules/WinHue3",28,28,600,56,10.71429,"WatchEvent",600,56,10.71429,0
"279","OWASP/railsgoat",51,50,192,75,2.56,"WatchEvent",192,75,2.56,0
"280","klange/nyancat",74,74,91,83,1.09639,"WatchEvent",91,83,1.09639,0
"281","nm-l2tp/network-manager-l2tp",17,17,388,103,3.76699,"ForkEvent",388,103,3.76699,0
"282","ilpianista/arch-audit",52,1,296,130,2.27692,"PushEvent",296,130,2.27692,0
"283","Shopify/ejson",101,101,169,109,1.55046,"WatchEvent",169,109,1.55046,0
"284","juancarlospaco/anglerfish",3,2,413,161,2.56522,"CreateEvent",413,161,2.56522,0
