"","repo_name","num_events","num_actors","total_events","total_actors","events_per_actor","type","num_repo_events","num_repo_actors","repo_events_per_actor","participation_rate"
"39","walmartlabs/active-status",12,2,86,39,2.20513,"CreateEvent",86,39,2.20513,0
"40","kerryjiang/SuperSocket",2,1,451,305,1.47869,"DeleteEvent",451,305,1.47869,0
"41","baukh789/GridManager",2,1,194,41,4.73171,"GollumEvent",194,41,4.73171,0
"42","zhangdaiscott/jeecg",2,2,222,188,1.18085,"IssuesEvent",222,188,1.18085,0
"43","codemix/yii2-dockerized",4,2,64,36,1.77778,"PullRequestReviewCommentEvent",64,36,1.77778,0
"44","phodal/oculus-nodejs-threejs-example",27,27,109,103,1.05825,"ForkEvent",109,103,1.05825,0
"45","mirkonasato/jodconverter",1,1,103,93,1.10753,"PushEvent",103,93,1.10753,0
"46","amnah/yii2-user",8,1,171,64,2.67188,"PushEvent",171,64,2.67188,0
"47","wooorm/retext-keywords",30,29,75,34,2.20588,"WatchEvent",75,34,2.20588,0
"48","zhangdaiscott/jeecg",109,108,222,188,1.18085,"WatchEvent",222,188,1.18085,0
"49","brunobasto/liferay-portal",177,1,1728,31,55.74194,"CreateEvent",1728,31,55.74194,0
"50","dapphp/securimage",2,2,88,53,1.66038,"IssuesEvent",88,53,1.66038,0
"51","jeremykenedy/laravel-auth",1,1,103,70,1.47143,"ReleaseEvent",103,70,1.47143,0
"52","Youshido/GraphQLBundle",2,1,227,84,2.70238,"ReleaseEvent",227,84,2.70238,0
"53","substack/insert-css",24,4,162,49,3.30612,"PullRequestEvent",162,49,3.30612,0
"54","codemix/yii2-dockerized",2,1,64,36,1.77778,"PullRequestEvent",64,36,1.77778,0
"55","divio/djangocms-googlemap",60,6,292,31,9.41935,"PullRequestReviewCommentEvent",292,31,9.41935,0
"56","learn-co-students/array-methods-lab-re-coded-000",30,30,59,30,1.96667,"ForkEvent",59,30,1.96667,0
"57","TASVideos/BizHawk",84,83,1524,173,8.80925,"WatchEvent",1524,173,8.80925,0
"58","learn-co-students/swift-funcMultipleArg-lab-ios-0616",5,3,71,33,2.15152,"CreateEvent",71,33,2.15152,0
"59","substack/insert-css",1,1,162,49,3.30612,"DeleteEvent",162,49,3.30612,0
"60","substack/insert-css",5,3,162,49,3.30612,"IssuesEvent",162,49,3.30612,0
"61","yogthos/clj-pdf",37,9,240,57,4.21053,"IssuesEvent",240,57,4.21053,0
"62","Tencent/bk-cmdb",1,1,608,386,1.57513,"PublicEvent",608,386,1.57513,0
"63","wooorm/retext-keywords",5,1,75,34,2.20588,"ReleaseEvent",75,34,2.20588,0
"64","Wildhoney/ngContextMenu",11,6,100,34,2.94118,"PullRequestEvent",100,34,2.94118,0
"65","box/box-python-sdk",117,21,448,64,7,"IssueCommentEvent",448,64,7,0
"66","loverajoel/jstips",103,17,1153,869,1.32681,"IssueCommentEvent",1153,869,1.32681,0
"67","alex/django-taggit",33,33,437,183,2.38798,"ForkEvent",437,183,2.38798,0
"68","simonholmes/getting-MEAN",90,90,202,180,1.12222,"ForkEvent",202,180,1.12222,0
"69","adaptlearning/adapt-contrib-slider",34,7,136,21,6.47619,"PushEvent",136,21,6.47619,0
"70","Tencent/bk-cmdb",8,1,608,386,1.57513,"PushEvent",608,386,1.57513,0
"71","luxiaoming/dagger2Demo",378,371,483,411,1.17518,"WatchEvent",483,411,1.17518,0
"72","mafintosh/mp4-stream",1,1,50,40,1.25,"CreateEvent",50,40,1.25,0
"73","vuetifyjs/vuetify",14,1,1599,1170,1.36667,"CreateEvent",1599,1170,1.36667,0
"74","luxiaoming/dagger2Demo",2,1,483,411,1.17518,"CreateEvent",483,411,1.17518,0
"75","pmneo/ts-importer",2,1,112,29,3.86207,"CreateEvent",112,29,3.86207,0
"76","betamaxteam/betamax",3,1,231,72,3.20833,"DeleteEvent",231,72,3.20833,0
"77","EDDiscovery/EDDiscovery",47,1,2650,104,25.48077,"ReleaseEvent",2650,104,25.48077,0
"78","adaptlearning/adapt-contrib-slider",30,9,136,21,6.47619,"PullRequestEvent",136,21,6.47619,0
"79","lockys/AwesomeSearch",3,2,66,54,1.22222,"IssueCommentEvent",66,54,1.22222,0
"80","ptsochantaris/trailer",253,26,564,105,5.37143,"IssueCommentEvent",564,105,5.37143,0
"81","samsheff/UE4-Gitignore",15,15,34,27,1.25926,"ForkEvent",34,27,1.25926,0
"82","kerryjiang/SuperSocket",96,96,451,305,1.47869,"ForkEvent",451,305,1.47869,0
"83","gajus/table",10,7,155,53,2.92453,"ForkEvent",155,53,2.92453,0
"84","Gabriel439/Haskell-Server-Generic-Library",7,1,35,24,1.45833,"PushEvent",35,24,1.45833,0
"85","Youshido/GraphQLBundle",55,2,227,84,2.70238,"PushEvent",227,84,2.70238,0
"86","learn-co-students/swift-arrayMethods-lab-ios-0616",3,1,69,34,2.02941,"CreateEvent",69,34,2.02941,0
"87","ptsochantaris/trailer",10,1,564,105,5.37143,"CreateEvent",564,105,5.37143,0
"88","loverajoel/jstips",6,3,1153,869,1.32681,"CreateEvent",1153,869,1.32681,0
"89","kiddkai/react-native-gestures",1,1,73,44,1.65909,"ReleaseEvent",73,44,1.65909,0
"90","emoose/MBINCompiler",90,16,671,82,8.18293,"PullRequestEvent",671,82,8.18293,0
"91","vintasoftware/fixmydjango",14,2,105,29,3.62069,"PullRequestReviewCommentEvent",105,29,3.62069,0
"92","ex3ndr/telegram-api",15,15,58,44,1.31818,"ForkEvent",58,44,1.31818,0
"93","vintasoftware/fixmydjango",2,2,105,29,3.62069,"ForkEvent",105,29,3.62069,0
"94","mozilla/all-aboard",5,4,2519,21,119.95238,"ForkEvent",2519,21,119.95238,0
"95","Youshido/GraphQLBundle",13,12,227,84,2.70238,"ForkEvent",227,84,2.70238,0
"96","polylang/polylang",29,29,488,75,6.50667,"WatchEvent",488,75,6.50667,0
"97","clesko/Solutions-to-Lafore-DataStructures-and-Algs-in-Java-Exercises",11,11,26,24,1.08333,"WatchEvent",26,24,1.08333,0
"98","domchristie/humps",158,158,198,175,1.13143,"WatchEvent",198,175,1.13143,0
"99","tdeboissiere/DeepLearningImplementations",246,242,477,293,1.62799,"WatchEvent",477,293,1.62799,0
"100","fthomas/singleton-ops",2,1,128,29,4.41379,"DeleteEvent",128,29,4.41379,0
"101","PolymerElements/app-layout-templates",1,1,38,27,1.40741,"IssuesEvent",38,27,1.40741,0
"102","fthomas/singleton-ops",22,3,128,29,4.41379,"PullRequestEvent",128,29,4.41379,0
"103","mozilla/all-aboard",996,16,2519,21,119.95238,"IssueCommentEvent",2519,21,119.95238,0
"104","EDDiscovery/EDDiscovery",398,49,2650,104,25.48077,"IssueCommentEvent",2650,104,25.48077,0
"105","alex/django-taggit",5,4,437,183,2.38798,"PullRequestReviewCommentEvent",437,183,2.38798,0
"106","substack/insert-css",9,9,162,49,3.30612,"ForkEvent",162,49,3.30612,0
"107","zhangdaiscott/jeecg",92,91,222,188,1.18085,"ForkEvent",222,188,1.18085,0
"108","adiloztaser/git-lyk-2016",3,1,45,24,1.875,"CreateEvent",45,24,1.875,0
"109","wooorm/retext-keywords",5,1,75,34,2.20588,"CreateEvent",75,34,2.20588,0
"110","GantMan/react-native-siren",2,1,42,25,1.68,"CreateEvent",42,25,1.68,0
"111","tdeboissiere/DeepLearningImplementations",12,9,477,293,1.62799,"IssuesEvent",477,293,1.62799,0
"112","pmneo/ts-importer",38,20,112,29,3.86207,"IssuesEvent",112,29,3.86207,0
"113","lockys/AwesomeSearch",2,1,66,54,1.22222,"PullRequestEvent",66,54,1.22222,0
"114","TASVideos/BizHawk",367,49,1524,173,8.80925,"IssueCommentEvent",1524,173,8.80925,0
"115","divio/djangocms-googlemap",78,17,292,31,9.41935,"IssueCommentEvent",292,31,9.41935,0
"116","TASVideos/BizHawk",39,34,1524,173,8.80925,"ForkEvent",1524,173,8.80925,0
"117","learn-co-students/swift-funcMultipleArg-lab-ios-0616",31,30,71,33,2.15152,"ForkEvent",71,33,2.15152,0
"118","Citrinate/gleamSolver",6,1,33,22,1.5,"PushEvent",33,22,1.5,0
"119","polylang/polylang",74,1,488,75,6.50667,"PushEvent",488,75,6.50667,0
"120","swimlane/swui",299,2,356,25,14.24,"PushEvent",356,25,14.24,0
"121","WorldDownTown/Benchmark",30,28,50,31,1.6129,"WatchEvent",50,31,1.6129,0
"122","softwarespot/jquery-scrollspy",30,30,40,39,1.02564,"WatchEvent",40,39,1.02564,0
"123","soffes/clock-saver",31,31,38,35,1.08571,"WatchEvent",38,35,1.08571,0
"124","vintasoftware/fixmydjango",2,1,105,29,3.62069,"DeleteEvent",105,29,3.62069,0
"125","marceljuenemann/angular-drag-and-drop-lists",2,1,1092,705,1.54894,"GollumEvent",1092,705,1.54894,0
"126","Surzhikov/Telegram-Site-Helper-2.0",15,10,140,92,1.52174,"IssuesEvent",140,92,1.52174,0
"127","samsheff/UE4-Gitignore",2,2,34,27,1.25926,"PullRequestEvent",34,27,1.25926,0
"128","airbnb/hypernova-react",3,3,115,81,1.41975,"PullRequestEvent",115,81,1.41975,0
"129","yogthos/clj-pdf",12,4,240,57,4.21053,"PullRequestEvent",240,57,4.21053,0
"130","luxiaoming/dagger2Demo",5,3,483,411,1.17518,"IssueCommentEvent",483,411,1.17518,0
"131","pmneo/ts-importer",44,11,112,29,3.86207,"IssueCommentEvent",112,29,3.86207,0
"132","adaptlearning/adapt-contrib-slider",8,3,136,21,6.47619,"PullRequestReviewCommentEvent",136,21,6.47619,0
"133","healthnlp/examples",12,12,25,24,1.04167,"ForkEvent",25,24,1.04167,0
"134","brandonwamboldt/sublime-nginx",23,23,28,26,1.07692,"WatchEvent",28,26,1.07692,0
"135","PolymerElements/app-layout-templates",1,1,38,27,1.40741,"CreateEvent",38,27,1.40741,0
"136","tfwu/FaceDetection-ConvNet-3D",8,4,139,108,1.28704,"IssuesEvent",139,108,1.28704,0
"137","loverajoel/jstips",18,9,1153,869,1.32681,"IssuesEvent",1153,869,1.32681,0
"138","rweekly/rweekly.org",9,3,585,102,5.73529,"IssuesEvent",585,102,5.73529,0
"139","mozilla/all-aboard",1,1,2519,21,119.95238,"ReleaseEvent",2519,21,119.95238,0
"140","polylang/polylang",22,11,488,75,6.50667,"PullRequestEvent",488,75,6.50667,0
"141","tfwu/FaceDetection-ConvNet-3D",9,6,139,108,1.28704,"IssueCommentEvent",139,108,1.28704,0
"142","mafintosh/mp4-stream",1,1,50,40,1.25,"MemberEvent",50,40,1.25,0
"143","samsheff/UE4-Gitignore",1,1,34,27,1.25926,"PushEvent",34,27,1.25926,0
"144","airbnb/hypernova-react",1,1,115,81,1.41975,"PublicEvent",115,81,1.41975,0
"145","ssorallen/turbo-react",2,2,52,37,1.40541,"PullRequestEvent",52,37,1.40541,0
"146","web-perf/react-worker-dom",15,6,284,210,1.35238,"IssueCommentEvent",284,210,1.35238,0
"147","KodeKraftwerk/reepio",19,19,178,136,1.30882,"ForkEvent",178,136,1.30882,0
"148","gajus/table",25,12,155,53,2.92453,"IssuesEvent",155,53,2.92453,0
"149","box/box-python-sdk",33,31,448,64,7,"WatchEvent",448,64,7,0
"150","rstudio/bookdown",39,18,1418,461,3.07592,"PullRequestEvent",1418,461,3.07592,0
"151","yogthos/clj-pdf",96,12,240,57,4.21053,"IssueCommentEvent",240,57,4.21053,0
"152","Citrinate/gleamSolver",5,5,33,22,1.5,"ForkEvent",33,22,1.5,0
"153","Surzhikov/Telegram-Site-Helper-2.0",27,27,140,92,1.52174,"ForkEvent",140,92,1.52174,0
"154","Wildhoney/ngContextMenu",16,14,100,34,2.94118,"ForkEvent",100,34,2.94118,0
"155","lockys/AwesomeSearch",3,1,66,54,1.22222,"PushEvent",66,54,1.22222,0
"156","domchristie/humps",2,1,198,175,1.13143,"PushEvent",198,175,1.13143,0
"157","kakao/DaumEditor",2,1,42,36,1.16667,"PushEvent",42,36,1.16667,0
"158","gajus/table",11,1,155,53,2.92453,"PushEvent",155,53,2.92453,0
"159","Gabriel439/Haskell-Server-Generic-Library",21,21,35,24,1.45833,"WatchEvent",35,24,1.45833,0
"160","simonholmes/getting-MEAN",108,107,202,180,1.12222,"WatchEvent",202,180,1.12222,0
"161","baukh789/GridManager",36,34,194,41,4.73171,"WatchEvent",194,41,4.73171,0
"162","mofarrell/p2pvc",1,1,120,109,1.10092,"IssuesEvent",120,109,1.10092,0
"163","fthomas/singleton-ops",9,2,128,29,4.41379,"IssueCommentEvent",128,29,4.41379,0
"164","kakao/DaumEditor",4,3,42,36,1.16667,"IssueCommentEvent",42,36,1.16667,0
"165","sprout/design_pattern",58,7,167,21,7.95238,"PullRequestReviewCommentEvent",167,21,7.95238,0
"166","baukh789/GridManager",2,1,194,41,4.73171,"IssueCommentEvent",194,41,4.73171,0
"167","DataTables/VisualEvent",9,4,70,57,1.22807,"IssueCommentEvent",70,57,1.22807,0
"168","Wildhoney/ngContextMenu",10,7,100,34,2.94118,"IssuesEvent",100,34,2.94118,0
"169","jnrdt/formation-git",23,21,38,22,1.72727,"ForkEvent",38,22,1.72727,0
"170","Tencent/bk-cmdb",132,132,608,386,1.57513,"ForkEvent",608,386,1.57513,0
"171","emoose/MBINCompiler",150,1,671,82,8.18293,"PushEvent",671,82,8.18293,0
"172","vuetifyjs/vuetify",43,42,1599,1170,1.36667,"ForkEvent",1599,1170,1.36667,0
"173","yahoo/mysql_perf_analyzer",1,1,65,57,1.14035,"PushEvent",65,57,1.14035,0
"174","xpeppers/starway-to-orione",7,4,85,45,1.88889,"PushEvent",85,45,1.88889,0
"175","kiddkai/react-native-gestures",31,30,73,44,1.65909,"WatchEvent",73,44,1.65909,0
"176","HACC2016/HACC-Challenge-Information",29,26,76,41,1.85366,"WatchEvent",76,41,1.85366,0
"177","samsheff/UE4-Gitignore",13,13,34,27,1.25926,"WatchEvent",34,27,1.25926,0
"178","rweekly/rweekly.org",63,63,585,102,5.73529,"WatchEvent",585,102,5.73529,0
"179","gajus/table",37,37,155,53,2.92453,"WatchEvent",155,53,2.92453,0
"180","domchristie/humps",1,1,198,175,1.13143,"CreateEvent",198,175,1.13143,0
"181","codemix/yii2-dockerized",2,1,64,36,1.77778,"CreateEvent",64,36,1.77778,0
"182","lockys/AwesomeSearch",1,1,66,54,1.22222,"DeleteEvent",66,54,1.22222,0
"183","airbnb/hypernova-react",2,1,115,81,1.41975,"DeleteEvent",115,81,1.41975,0
"184","ex3ndr/telegram-api",1,1,58,44,1.31818,"GollumEvent",58,44,1.31818,0
"185","alex/django-taggit",27,12,437,183,2.38798,"IssuesEvent",437,183,2.38798,0
"186","swimlane/swui",10,2,356,25,14.24,"IssuesEvent",356,25,14.24,0
"187","makersacademy/ruby-refresher",78,75,901,123,7.3252,"PullRequestEvent",901,123,7.3252,0
"188","btford/angular-express-seed",2,2,166,153,1.08497,"PullRequestEvent",166,153,1.08497,0
"189","Youshido/GraphQLBundle",30,9,227,84,2.70238,"IssueCommentEvent",227,84,2.70238,0
"190","brandonwamboldt/sublime-nginx",2,2,28,26,1.07692,"IssueCommentEvent",28,26,1.07692,0
"191","kerryjiang/SuperSocket",86,19,451,305,1.47869,"IssueCommentEvent",451,305,1.47869,0
"192","WorldDownTown/Benchmark",1,1,50,31,1.6129,"IssueCommentEvent",50,31,1.6129,0
"193","loverajoel/jstips",20,6,1153,869,1.32681,"PullRequestReviewCommentEvent",1153,869,1.32681,0
"194","EDDiscovery/EDDiscovery",5,3,2650,104,25.48077,"PullRequestReviewCommentEvent",2650,104,25.48077,0
"195","ujjwalkarn/Machine-Learning-Tutorials",386,386,1430,1285,1.11284,"ForkEvent",1430,1285,1.11284,0
"196","wooorm/retext-keywords",15,1,75,34,2.20588,"PushEvent",75,34,2.20588,0
"197","TASVideos/BizHawk",705,16,1524,173,8.80925,"PushEvent",1524,173,8.80925,0
"198","Wildhoney/ngContextMenu",17,17,100,34,2.94118,"WatchEvent",100,34,2.94118,0
"199","xpeppers/starway-to-orione",37,37,85,45,1.88889,"WatchEvent",85,45,1.88889,0
"200","WorldDownTown/Benchmark",2,1,50,31,1.6129,"DeleteEvent",50,31,1.6129,0
"201","baukh789/GridManager",3,3,194,41,4.73171,"IssuesEvent",194,41,4.73171,0
"202","vintasoftware/fixmydjango",2,2,105,29,3.62069,"IssueCommentEvent",105,29,3.62069,0
"203","ptsochantaris/trailer",114,1,564,105,5.37143,"PushEvent",564,105,5.37143,0
"204","forcedotcom/SalesforceMobileSDK-iOS",31,30,2160,120,18,"WatchEvent",2160,120,18,0
"205","ptsochantaris/trailer",78,78,564,105,5.37143,"WatchEvent",564,105,5.37143,0
"206","kakao/DaumEditor",18,16,42,36,1.16667,"WatchEvent",42,36,1.16667,0
"207","box/box-python-sdk",12,1,448,64,7,"DeleteEvent",448,64,7,0
"208","divio/djangocms-googlemap",14,2,292,31,9.41935,"DeleteEvent",292,31,9.41935,0
"209","divio/djangocms-googlemap",2,1,292,31,9.41935,"MemberEvent",292,31,9.41935,0
"210","adiloztaser/git-lyk-2016",17,12,45,24,1.875,"PullRequestEvent",45,24,1.875,0
"211","mirkonasato/jodconverter",4,2,103,93,1.10753,"PullRequestEvent",103,93,1.10753,0
"212","Surzhikov/Telegram-Site-Helper-2.0",2,2,140,92,1.52174,"PullRequestEvent",140,92,1.52174,0
"213","learn-co-students/swift-funcMultipleArg-lab-ios-0616",32,30,71,33,2.15152,"PullRequestEvent",71,33,2.15152,0
"214","crosbymichael/skydock",9,5,82,74,1.10811,"IssueCommentEvent",82,74,1.10811,0
"215","fthomas/singleton-ops",4,2,128,29,4.41379,"PullRequestReviewCommentEvent",128,29,4.41379,0
"216","amnah/yii2-user",19,19,171,64,2.67188,"ForkEvent",171,64,2.67188,0
"217","ptsochantaris/trailer",7,7,564,105,5.37143,"ForkEvent",564,105,5.37143,0
"218","KodeKraftwerk/reepio",14,1,178,136,1.30882,"PushEvent",178,136,1.30882,0
"219","vintasoftware/fixmydjango",8,3,105,29,3.62069,"CreateEvent",105,29,3.62069,0
"220","Wildhoney/ngContextMenu",8,1,100,34,2.94118,"CreateEvent",100,34,2.94118,0
"221","mozilla/all-aboard",2,1,2519,21,119.95238,"DeleteEvent",2519,21,119.95238,0
"222","wooorm/retext-keywords",8,4,75,34,2.20588,"IssuesEvent",75,34,2.20588,0
"223","linux4sam/meta-atmel",9,4,123,26,4.73077,"IssuesEvent",123,26,4.73077,0
"224","themarshallproject/open-endrun",1,1,30,30,1,"PublicEvent",30,30,1,0
"225","opencv-java/getting-started",5,3,79,38,2.07895,"PullRequestEvent",79,38,2.07895,0
"226","linux4sam/meta-atmel",25,3,123,26,4.73077,"PullRequestEvent",123,26,4.73077,0
"227","forcedotcom/SalesforceMobileSDK-iOS",634,59,2160,120,18,"IssueCommentEvent",2160,120,18,0
"228","box/box-python-sdk",104,4,448,64,7,"PullRequestReviewCommentEvent",448,64,7,0
"229","mafintosh/mp4-stream",4,4,50,40,1.25,"ForkEvent",50,40,1.25,0
"230","learn-co-students/swift-arrayMethods-lab-ios-0616",32,32,69,34,2.02941,"ForkEvent",69,34,2.02941,0
"231","mofarrell/p2pvc",87,87,120,109,1.10092,"WatchEvent",120,109,1.10092,0
"232","airbnb/hypernova-react",70,70,115,81,1.41975,"WatchEvent",115,81,1.41975,0
"233","jeremykenedy/laravel-auth",4,1,103,70,1.47143,"CreateEvent",103,70,1.47143,0
"234","marceljuenemann/angular-drag-and-drop-lists",2,1,1092,705,1.54894,"DeleteEvent",1092,705,1.54894,0
"235","kiddkai/react-native-gestures",7,3,73,44,1.65909,"IssuesEvent",73,44,1.65909,0
"236","DQKrait/SpurRoguelike",4,2,41,22,1.86364,"IssuesEvent",41,22,1.86364,0
"237","KodeKraftwerk/reepio",14,2,178,136,1.30882,"IssuesEvent",178,136,1.30882,0
"238","box/box-python-sdk",1,1,448,64,7,"MemberEvent",448,64,7,0
"239","Tencent/bk-cmdb",2,1,608,386,1.57513,"MemberEvent",608,386,1.57513,0
"240","amnah/yii2-user",1,1,171,64,2.67188,"ReleaseEvent",171,64,2.67188,0
"241","brunobasto/liferay-portal",431,27,1728,31,55.74194,"PullRequestEvent",1728,31,55.74194,0
"242","Citrinate/gleamSolver",8,7,33,22,1.5,"IssueCommentEvent",33,22,1.5,0
"243","swimlane/swui",1,1,356,25,14.24,"CommitCommentEvent",356,25,14.24,0
"244","makersacademy/ruby-refresher",124,118,901,123,7.3252,"ForkEvent",901,123,7.3252,0
"245","jazzychad/PushServer",4,4,23,21,1.09524,"ForkEvent",23,21,1.09524,0
"246","wooorm/retext-keywords",4,4,75,34,2.20588,"ForkEvent",75,34,2.20588,0
"247","GantMan/react-native-siren",9,1,42,25,1.68,"PushEvent",42,25,1.68,0
"248","baukh789/GridManager",139,1,194,41,4.73171,"PushEvent",194,41,4.73171,0
"249","fthomas/singleton-ops",28,27,128,29,4.41379,"WatchEvent",128,29,4.41379,0
"250","EDDiscovery/EDDiscovery",38,37,2650,104,25.48077,"WatchEvent",2650,104,25.48077,0
"251","scola/Qart",2,1,820,742,1.10512,"CreateEvent",820,742,1.10512,0
"252","baukh789/GridManager",1,1,194,41,4.73171,"DeleteEvent",194,41,4.73171,0
"253","mafintosh/mp4-stream",4,2,50,40,1.25,"IssuesEvent",50,40,1.25,0
"254","web-perf/react-worker-dom",4,1,284,210,1.35238,"ReleaseEvent",284,210,1.35238,0
"255","alex/django-taggit",120,36,437,183,2.38798,"IssueCommentEvent",437,183,2.38798,0
"256","samsheff/UE4-Gitignore",3,2,34,27,1.25926,"IssueCommentEvent",34,27,1.25926,0
"257","codemix/yii2-dockerized",5,2,64,36,1.77778,"IssueCommentEvent",64,36,1.77778,0
"258","btford/angular-express-seed",63,63,166,153,1.08497,"ForkEvent",166,153,1.08497,0
"259","cgpotts/cs224u",16,16,31,30,1.03333,"ForkEvent",31,30,1.03333,0
"260","DQKrait/SpurRoguelike",22,18,41,22,1.86364,"ForkEvent",41,22,1.86364,0
"261","marceljuenemann/angular-drag-and-drop-lists",160,160,1092,705,1.54894,"ForkEvent",1092,705,1.54894,0
"262","jazzychad/PushServer",19,18,23,21,1.09524,"WatchEvent",23,21,1.09524,0
"263","TASVideos/BizHawk",8,3,1524,173,8.80925,"CreateEvent",1524,173,8.80925,0
"264","WorldDownTown/Benchmark",3,1,50,31,1.6129,"CreateEvent",50,31,1.6129,0
"265","DIYgod/APlayer",1,1,895,483,1.853,"GollumEvent",895,483,1.853,0
"266","declangao/WordpressReader",3,2,33,27,1.22222,"IssuesEvent",33,27,1.22222,0
"267","mozilla/all-aboard",442,6,2519,21,119.95238,"IssuesEvent",2519,21,119.95238,0
"268","luxiaoming/dagger2Demo",6,4,483,411,1.17518,"IssuesEvent",483,411,1.17518,0
"269","Tencent/bk-cmdb",41,20,608,386,1.57513,"IssuesEvent",608,386,1.57513,0
"270","rstudio/bookdown",3,1,1418,461,3.07592,"ReleaseEvent",1418,461,3.07592,0
"271","kiddkai/react-native-gestures",4,2,73,44,1.65909,"PullRequestEvent",73,44,1.65909,0
"272","emoose/MBINCompiler",6,3,671,82,8.18293,"PullRequestReviewCommentEvent",671,82,8.18293,0
"273","swimlane/swui",5,5,356,25,14.24,"ForkEvent",356,25,14.24,0
"274","rstudio/bookdown",165,2,1418,461,3.07592,"PushEvent",1418,461,3.07592,0
"275","loverajoel/jstips",53,4,1153,869,1.32681,"PushEvent",1153,869,1.32681,0
"276","DIYgod/APlayer",394,387,895,483,1.853,"WatchEvent",895,483,1.853,0
"277","ujjwalkarn/Machine-Learning-Tutorials",994,977,1430,1285,1.11284,"WatchEvent",1430,1285,1.11284,0
"278","Qwinix/ruby_set4",2,2,25,23,1.08696,"CreateEvent",25,23,1.08696,0
"279","tdeboissiere/DeepLearningImplementations",2,1,477,293,1.62799,"CreateEvent",477,293,1.62799,0
"280","EDDiscovery/EDDiscovery",111,3,2650,104,25.48077,"CreateEvent",2650,104,25.48077,0
