"","repo_name","num_events","num_actors","total_events","total_actors","events_per_actor","type","num_repo_events","num_repo_actors","repo_events_per_actor","participation_rate"
"34","menpo/menpo-notebooks",2,2,31,7,4.42857,"ForkEvent",31,7,4.42857,0.1
"35","kareem3d/todoapp",4,4,12,6,2,"WatchEvent",12,6,2,0.2
"36","Bioreactor/FTIR-Spectro",4,4,6,5,1.2,"WatchEvent",6,5,1.2,0.2
"37","hmrc/fset-faststream",436,12,3316,13,255.07692,"CreateEvent",3316,13,255.07692,0.1
"38","wabg/react-native-awesome",1,1,17,5,3.4,"MemberEvent",17,5,3.4,0.2
"39","logibit/Logibit.Hawk",2,1,36,9,4,"PullRequestEvent",36,9,4,0.1
"40","saimaz/docker-fpm",4,2,17,3,5.66667,"PullRequestEvent",17,3,5.66667,0.3
"41","polyglotted/xpath-stax",5,3,21,10,2.1,"IssueCommentEvent",21,10,2.1,0.1
"42","rajeshpillai/ng-book",5,5,16,14,1.14286,"ForkEvent",16,14,1.14286,0.1
"43","pareshkhaneja/BudgetCalculator",2,2,26,3,8.66667,"ForkEvent",26,3,8.66667,0.3
"44","tidepool-org/tide-whisperer",4,1,28,3,9.33333,"PushEvent",28,3,9.33333,0.3
"45","jscs-dev/grunt-jscs",5,1,35,12,2.91667,"PushEvent",35,12,2.91667,0.1
"46","polyglotted/xpath-stax",2,2,21,10,2.1,"IssuesEvent",21,10,2.1,0.1
"47","vdthatte/How-To-Build-A-Chatbot",1,1,41,4,10.25,"MemberEvent",41,4,10.25,0.3
"48","NTIA/gr-analyzer",1,1,6,6,1,"PublicEvent",6,6,1,0.2
"49","tmforum/DSADDRESS",1,1,5,3,1.66667,"PullRequestEvent",5,3,1.66667,0.3
"50","o-sam-o/yayimdbs",1,1,9,4,2.25,"IssueCommentEvent",9,4,2.25,0.3
"51","ESDL-org-39523946/repository2",1,1,14,3,4.66667,"ForkEvent",14,3,4.66667,0.3
"52","CollegeBart/bart-dx-engine-e16",70,6,74,7,10.57143,"PushEvent",74,7,10.57143,0.1
"53","kvirair/Compass-View",2,1,15,7,2.14286,"PushEvent",15,7,2.14286,0.1
"54","ESDL-org-39523946/repository2",2,1,14,3,4.66667,"PushEvent",14,3,4.66667,0.3
"55","null77/d3d11-driver-bugs",1,1,79,4,19.75,"WatchEvent",79,4,19.75,0.3
"56","phdata/network-traffic-visualization",1,1,8,3,2.66667,"WatchEvent",8,3,2.66667,0.3
"57","Elucin/MetalEgo-BulletCore",12,2,118,3,39.33333,"CreateEvent",118,3,39.33333,0.3
"58","threatgrid/clj-momo",3,1,26,4,6.5,"IssuesEvent",26,4,6.5,0.3
"59","auth0/contact-form",2,1,94,7,13.42857,"PullRequestReviewCommentEvent",94,7,13.42857,0.1
"60","mafintosh/k-rpc",4,2,19,8,2.375,"PushEvent",19,8,2.375,0.1
"61","AlexSergey/react-switch-case",5,5,10,6,1.66667,"WatchEvent",10,6,1.66667,0.2
"62","BlayzerQ/MachineGuardLogParser",4,1,20,4,5,"CreateEvent",20,4,5,0.3
"63","MattUebel/splunk_UF_hardening",2,1,24,10,2.4,"CreateEvent",24,10,2.4,0.1
"64","SNU-HCIL/2015-SNUBDA-Winter",2,1,8,3,2.66667,"CreateEvent",8,3,2.66667,0.3
"65","tidepool-org/tide-whisperer",3,1,28,3,9.33333,"DeleteEvent",28,3,9.33333,0.3
"66","eclipsesource/tabris-js-experiments",2,1,80,3,26.66667,"DeleteEvent",80,3,26.66667,0.3
"67","ctrekker/onlinedesktop",3,1,104,3,34.66667,"DeleteEvent",104,3,34.66667,0.3
"68","FGRibreau/jscs2doc",4,1,13,3,4.33333,"PullRequestEvent",13,3,4.33333,0.3
"69","zalando/db_agg",4,2,19,3,6.33333,"PullRequestEvent",19,3,6.33333,0.3
"70","comexs/cycling-android",1,1,9,4,2.25,"IssueCommentEvent",9,4,2.25,0.3
"71","threatgrid/clj-momo",2,2,26,4,6.5,"ForkEvent",26,4,6.5,0.3
"72","SarielTang/CycleView",1,1,7,6,1.16667,"ForkEvent",7,6,1.16667,0.2
"73","ricco381/yii2-ticket",1,1,146,7,20.85714,"ForkEvent",146,7,20.85714,0.1
"74","simulacre7/tensorflow-IPythonNotebook",10,10,20,16,1.25,"WatchEvent",20,16,1.25,0.1
"75","MattUebel/splunk_UF_hardening",8,8,24,10,2.4,"WatchEvent",24,10,2.4,0.1
"76","rajeshpillai/ng-book",11,10,16,14,1.14286,"WatchEvent",16,14,1.14286,0.1
"77","WIEGO-Global/wiegodashboard",112,5,172,7,24.57143,"IssueCommentEvent",172,7,24.57143,0.1
"78","LinuxAccra-UserGroup/linuxaccra-www",4,3,70,8,8.75,"ForkEvent",70,8,8.75,0.1
"79","ryanuber/slide.sh",1,1,26,11,2.36364,"CreateEvent",26,11,2.36364,0.1
"80","santoshvempati/MaaAahwanam",1,1,444,4,111,"IssuesEvent",444,4,111,0.3
"81","signalpoint/push_notifications",2,2,39,6,6.5,"PullRequestEvent",39,6,6.5,0.2
"82","sonots/oneline_log_formatter",2,2,18,10,1.8,"PullRequestEvent",18,10,1.8,0.1
"83","FGRibreau/jscs2doc",1,1,13,3,4.33333,"ForkEvent",13,3,4.33333,0.3
"84","ryanuber/slide.sh",2,2,26,11,2.36364,"ForkEvent",26,11,2.36364,0.1
"85","digigene/account-authenticator",13,1,74,12,6.16667,"PushEvent",74,12,6.16667,0.1
"86","radugeorge/FP-stuff",1,1,14,3,4.66667,"WatchEvent",14,3,4.66667,0.3
"87","mafintosh/k-rpc",2,2,19,8,2.375,"CreateEvent",19,8,2.375,0.1
"88","aaronpk/webmention",10,6,90,18,5,"PullRequestEvent",90,18,5,0.1
"89","rahuldess/3DMap",33,2,123,3,41,"PullRequestEvent",123,3,41,0.3
"90","hkparker/imux",1,1,11,4,2.75,"ForkEvent",11,4,2.75,0.3
"91","robomaeyhem/WowBattleBot",1,1,30,6,5,"ForkEvent",30,6,5,0.2
"92","aaronpk/webmention",6,6,90,18,5,"ForkEvent",90,18,5,0.1
"93","santoshvempati/MaaAahwanam",2,2,444,4,111,"ForkEvent",444,4,111,0.3
"94","wabg/react-native-awesome",2,2,17,5,3.4,"ForkEvent",17,5,3.4,0.2
"95","ctrekker/onlinedesktop",1,1,104,3,34.66667,"ForkEvent",104,3,34.66667,0.3
"96","base2Services/base2-cookbook",44,1,123,11,11.18182,"PushEvent",123,11,11.18182,0.1
"97","AlexSergey/react-switch-case",2,1,10,6,1.66667,"CreateEvent",10,6,1.66667,0.2
"98","kareem3d/todoapp",4,1,12,6,2,"IssuesEvent",12,6,2,0.2
"99","CollegeBart/bart-dx-engine-e16",1,1,74,7,10.57143,"IssuesEvent",74,7,10.57143,0.1
"100","auantonov/auantonov",2,1,6,3,2,"MemberEvent",6,3,2,0.3
"101","kvirair/Compass-View",2,1,15,7,2.14286,"IssueCommentEvent",15,7,2.14286,0.1
"102","vertragswecker/auto-value-map",2,1,13,6,2.16667,"ForkEvent",13,6,2.16667,0.2
"103","96AA48/galaxygen",4,1,38,16,2.375,"CreateEvent",38,16,2.375,0.1
"104","WIEGO-Global/wiegodashboard",2,1,172,7,24.57143,"CreateEvent",172,7,24.57143,0.1
"105","phdata/network-traffic-visualization",2,2,8,3,2.66667,"CreateEvent",8,3,2.66667,0.3
"106","ryanuber/slide.sh",1,1,26,11,2.36364,"DeleteEvent",26,11,2.36364,0.1
"107","MattUebel/splunk_UF_hardening",1,1,24,10,2.4,"PullRequestEvent",24,10,2.4,0.1
"108","LinuxAccra-UserGroup/linuxaccra-www",42,4,70,8,8.75,"IssueCommentEvent",70,8,8.75,0.1
"109","digigene/account-authenticator",14,2,74,12,6.16667,"IssueCommentEvent",74,12,6.16667,0.1
"110","ctrekker/onlinedesktop",3,2,104,3,34.66667,"CommitCommentEvent",104,3,34.66667,0.3
"111","Deligor6321/proprietary_vendor_xiaomi_ido",6,1,14,4,3.5,"PushEvent",14,4,3.5,0.3
"112","Edools/active_merchant",47,3,152,4,38,"PushEvent",152,4,38,0.3
"113","LinuxAccra-UserGroup/linuxaccra-www",3,3,70,8,8.75,"PushEvent",70,8,8.75,0.1
"114","pareshkhaneja/BudgetCalculator",7,1,26,3,8.66667,"PushEvent",26,3,8.66667,0.3
"115","robomaeyhem/WowBattleBot",4,4,30,6,5,"WatchEvent",30,6,5,0.2
"116","MikeMitterer/dart-docker",2,2,8,3,2.66667,"WatchEvent",8,3,2.66667,0.3
"117","digigene/account-authenticator",7,6,74,12,6.16667,"WatchEvent",74,12,6.16667,0.1
"118","digigene/account-authenticator",6,1,74,12,6.16667,"CreateEvent",74,12,6.16667,0.1
"119","cloudyr/aws.sqs",4,3,21,5,4.2,"IssuesEvent",21,5,4.2,0.2
"120","eutelescope/eutelescope",97,6,227,14,16.21429,"PullRequestEvent",227,14,16.21429,0.1
"121","ctrekker/onlinedesktop",2,1,104,3,34.66667,"IssueCommentEvent",104,3,34.66667,0.3
"122","null77/d3d11-driver-bugs",14,3,79,4,19.75,"PullRequestReviewCommentEvent",79,4,19.75,0.3
"123","MickeyKay/trestle",1,1,5,5,1,"ForkEvent",5,5,1,0.2
"124","vdthatte/How-To-Build-A-Chatbot",35,1,41,4,10.25,"PushEvent",41,4,10.25,0.3
"125","radugeorge/FP-stuff",10,1,14,3,4.66667,"PushEvent",14,3,4.66667,0.3
"126","eutelescope/eutelescope",2,1,227,14,16.21429,"CreateEvent",227,14,16.21429,0.1
"127","Elucin/MetalEgo-BulletCore",4,1,118,3,39.33333,"DeleteEvent",118,3,39.33333,0.3
"128","saimaz/docker-fpm",2,1,17,3,5.66667,"ReleaseEvent",17,3,5.66667,0.3
"129","digigene/account-authenticator",1,1,74,12,6.16667,"ReleaseEvent",74,12,6.16667,0.1
"130","threatgrid/clj-momo",5,3,26,4,6.5,"PullRequestEvent",26,4,6.5,0.3
"131","NuDoq/Community",2,2,18,16,1.125,"PullRequestEvent",18,16,1.125,0.1
"132","worldofwatson3796/bluemix-watson-PI-demo",5,5,5,5,1,"ForkEvent",5,5,1,0.2
"133","UrbanApps/UALogger",2,2,13,12,1.08333,"ForkEvent",13,12,1.08333,0.1
"134","polyglotted/xpath-stax",3,3,21,10,2.1,"ForkEvent",21,10,2.1,0.1
"135","tekknolagi/distlisp",13,1,16,3,5.33333,"PushEvent",16,3,5.33333,0.3
"136","sonots/oneline_log_formatter",2,1,18,10,1.8,"PushEvent",18,10,1.8,0.1
"137","mafintosh/k-rpc",5,5,19,8,2.375,"WatchEvent",19,8,2.375,0.1
"138","alestic/aws-route53-wipe-hosted-zone",2,2,7,5,1.4,"WatchEvent",7,5,1.4,0.2
"139","ctrekker/onlinedesktop",2,1,104,3,34.66667,"WatchEvent",104,3,34.66667,0.3
"140","ctrekker/onlinedesktop",11,1,104,3,34.66667,"GollumEvent",104,3,34.66667,0.3
"141","weavejester/clout",1,1,14,12,1.16667,"IssuesEvent",14,12,1.16667,0.1
"142","CollegeBart/bart-dx-engine-e16",1,1,74,7,10.57143,"PublicEvent",74,7,10.57143,0.1
"143","hkparker/imux",7,1,11,4,2.75,"PushEvent",11,4,2.75,0.3
"144","robomaeyhem/WowBattleBot",25,1,30,6,5,"PushEvent",30,6,5,0.2
"145","xerosanyam/dev",16,1,21,4,5.25,"PushEvent",21,4,5.25,0.3
"146","himanshub16/tweelyser",1,1,25,3,8.33333,"WatchEvent",25,3,8.33333,0.3
"147","weavejester/clout",10,10,14,12,1.16667,"WatchEvent",14,12,1.16667,0.1
"148","Simpleyyt/noise-neteasemusic",1,1,6,6,1,"IssuesEvent",6,6,1,0.2
"149","auth0/contact-form",2,2,94,7,13.42857,"IssuesEvent",94,7,13.42857,0.1
"150","santoshvempati/MaaAahwanam",1,1,444,4,111,"PublicEvent",444,4,111,0.3
"151","BlayzerQ/MachineGuardLogParser",2,2,20,4,5,"PullRequestEvent",20,4,5,0.3
"152","SpamExperts/se-rabl",1,1,69,3,23,"PullRequestEvent",69,3,23,0.3
"153","cloudyr/aws.sqs",2,2,21,5,4.2,"PullRequestEvent",21,5,4.2,0.2
"154","vdthatte/How-To-Build-A-Chatbot",1,1,41,4,10.25,"ForkEvent",41,4,10.25,0.3
"155","sonots/oneline_log_formatter",9,9,18,10,1.8,"WatchEvent",18,10,1.8,0.1
"156","rahuldess/3DMap",1,1,123,3,41,"DeleteEvent",123,3,41,0.3
"157","comexs/cycling-android",1,1,9,4,2.25,"IssuesEvent",9,4,2.25,0.3
"158","96AA48/galaxygen",7,4,38,16,2.375,"IssuesEvent",38,16,2.375,0.1
"159","pareshkhaneja/BudgetCalculator",2,1,26,3,8.66667,"IssuesEvent",26,3,8.66667,0.3
"160","Elucin/MetalEgo-BulletCore",8,1,118,3,39.33333,"PullRequestEvent",118,3,39.33333,0.3
"161","96AA48/galaxygen",7,2,38,16,2.375,"IssueCommentEvent",38,16,2.375,0.1
"162","hmrc/fset-faststream",174,11,3316,13,255.07692,"IssueCommentEvent",3316,13,255.07692,0.1
"163","kareem3d/todoapp",2,2,12,6,2,"ForkEvent",12,6,2,0.2
"164","GtrCraft/Optimus_Osprey",4,3,22,4,5.5,"ForkEvent",22,4,5.5,0.3
"165","SNU-HCIL/2015-SNUBDA-Winter",4,3,8,3,2.66667,"WatchEvent",8,3,2.66667,0.3
"166","designosource/designosource_wordpress",4,2,60,4,15,"PullRequestEvent",60,4,15,0.3
"167","iluuu1994/ITProgressIndicator",1,1,9,8,1.125,"ForkEvent",9,8,1.125,0.1
"168","NuDoq/Community",15,15,18,16,1.125,"ForkEvent",18,16,1.125,0.1
"169","designosource/designosource_wordpress",48,4,60,4,15,"PushEvent",60,4,15,0.3
"170","eutelescope/eutelescope",36,2,227,14,16.21429,"PushEvent",227,14,16.21429,0.1
"171","FGRibreau/jscs2doc",4,1,13,3,4.33333,"PushEvent",13,3,4.33333,0.3
"172","threatgrid/clj-momo",1,1,26,4,6.5,"WatchEvent",26,4,6.5,0.3
"173","SpamExperts/se-rabl",1,1,69,3,23,"WatchEvent",69,3,23,0.3
"174","jpbonson/SBBFramework",4,3,53,5,10.6,"WatchEvent",53,5,10.6,0.2
"175","peace-maker/lysis-java",6,6,27,11,2.45455,"WatchEvent",27,11,2.45455,0.1
"176","vertragswecker/auto-value-map",2,1,13,6,2.16667,"CreateEvent",13,6,2.16667,0.2
"177","rahuldess/3DMap",2,1,123,3,41,"MemberEvent",123,3,41,0.3
"178","jscs-dev/grunt-jscs",3,1,35,12,2.91667,"ReleaseEvent",35,12,2.91667,0.1
"179","htmlacademy-htmlcss/40812-technomart",2,2,7,4,1.75,"PullRequestEvent",7,4,1.75,0.3
"180","KaOS-Community-Packages/appmenu-qt5",1,1,7,3,2.33333,"PullRequestEvent",7,3,2.33333,0.3
"181","ctrekker/onlinedesktop",12,2,104,3,34.66667,"PullRequestEvent",104,3,34.66667,0.3
"182","Simpleyyt/noise-neteasemusic",1,1,6,6,1,"IssueCommentEvent",6,6,1,0.2
"183","tidepool-org/tide-whisperer",6,2,28,3,9.33333,"IssueCommentEvent",28,3,9.33333,0.3
"184","signalpoint/push_notifications",5,1,39,6,6.5,"PushEvent",39,6,6.5,0.2
"185","SarielTang/CycleView",5,5,7,6,1.16667,"WatchEvent",7,6,1.16667,0.2
"186","alestic/aws-route53-wipe-hosted-zone",2,1,7,5,1.4,"CreateEvent",7,5,1.4,0.2
"187","simulacre7/tensorflow-IPythonNotebook",1,1,20,16,1.25,"IssuesEvent",20,16,1.25,0.1
"188","ricco381/yii2-ticket",16,1,146,7,20.85714,"ReleaseEvent",146,7,20.85714,0.1
"189","jscs-dev/grunt-jscs",5,3,35,12,2.91667,"IssueCommentEvent",35,12,2.91667,0.1
"190","SarielTang/CycleView",1,1,7,6,1.16667,"IssueCommentEvent",7,6,1.16667,0.2
"191","bwilbertz/kaggle_allen_ai",1,1,8,8,1,"ForkEvent",8,8,1,0.1
"192","KaOS-Community-Packages/appmenu-qt5",1,1,7,3,2.33333,"ForkEvent",7,3,2.33333,0.3
"193","kvirair/Compass-View",1,1,15,7,2.14286,"ForkEvent",15,7,2.14286,0.1
"194","eutelescope/eutelescope",2,2,227,14,16.21429,"CommitCommentEvent",227,14,16.21429,0.1
"195","jscs-dev/grunt-jscs",2,1,35,12,2.91667,"CreateEvent",35,12,2.91667,0.1
"196","ryanuber/slide.sh",2,1,26,11,2.36364,"IssueCommentEvent",26,11,2.36364,0.1
"197","null77/d3d11-driver-bugs",4,1,79,4,19.75,"CreateEvent",79,4,19.75,0.3
"198","KaOS-Community-Packages/appmenu-qt5",4,1,7,3,2.33333,"PushEvent",7,3,2.33333,0.3
"199","menpo/menpo-notebooks",18,4,31,7,4.42857,"IssueCommentEvent",31,7,4.42857,0.1
"200","base2Services/base2-cookbook",43,9,123,11,11.18182,"PullRequestEvent",123,11,11.18182,0.1
"201","comexs/cycling-android",5,1,9,4,2.25,"PushEvent",9,4,2.25,0.3
"202","elastic/elasticsearch-analysis-phonetic",2,1,5,4,1.25,"PushEvent",5,4,1.25,0.3
"203","GDGTianjin/DevFest2016",2,1,7,4,1.75,"PushEvent",7,4,1.75,0.3
"204","alestic/aws-route53-wipe-hosted-zone",1,1,7,5,1.4,"PushEvent",7,5,1.4,0.2
"205","ctrekker/onlinedesktop",50,2,104,3,34.66667,"PushEvent",104,3,34.66667,0.3
"206","Simpleyyt/noise-neteasemusic",4,4,6,6,1,"WatchEvent",6,6,1,0.2
"207","Lux-EE464H/lux",2,1,19,3,6.33333,"CreateEvent",19,3,6.33333,0.3
"208","ctrekker/onlinedesktop",1,1,104,3,34.66667,"MemberEvent",104,3,34.66667,0.3
"209","o-sam-o/yayimdbs",2,2,9,4,2.25,"PullRequestEvent",9,4,2.25,0.3
"210","logibit/Logibit.Hawk",8,2,36,9,4,"IssueCommentEvent",36,9,4,0.1
"211","peace-maker/lysis-java",6,6,27,11,2.45455,"ForkEvent",27,11,2.45455,0.1
"212","wabg/react-native-awesome",14,2,17,5,3.4,"PushEvent",17,5,3.4,0.2
"213","zalando/db_agg",9,3,19,3,6.33333,"PushEvent",19,3,6.33333,0.3
"214","ricco381/yii2-ticket",61,1,146,7,20.85714,"PushEvent",146,7,20.85714,0.1
"215","ricco381/yii2-ticket",8,7,146,7,20.85714,"WatchEvent",146,7,20.85714,0.1
"216","LinuxAccra-UserGroup/linuxaccra-www",2,1,70,8,8.75,"GollumEvent",70,8,8.75,0.1
"217","cedx/yii2-mustache",10,1,123,4,30.75,"ReleaseEvent",123,4,30.75,0.3
"218","menpo/menpo-notebooks",4,2,31,7,4.42857,"PushEvent",31,7,4.42857,0.1
"219","progressivetech/civi-schema-harmonizer",3,3,3,3,1,"WatchEvent",3,3,1,0.3
"220","CollegeBart/bart-dx-engine-e16",1,1,74,7,10.57143,"WatchEvent",74,7,10.57143,0.1
"221","santoshvempati/MaaAahwanam",4,2,444,4,111,"CreateEvent",444,4,111,0.3
"222","favret/Magic-Swift-Bus",6,1,31,5,6.2,"CreateEvent",31,5,6.2,0.2
"223","GtrCraft/Optimus_Osprey",2,1,22,4,5.5,"PullRequestEvent",22,4,5.5,0.3
"224","BlayzerQ/MachineGuardLogParser",2,2,20,4,5,"IssueCommentEvent",20,4,5,0.3
"225","Edools/active_merchant",1,1,152,4,38,"IssueCommentEvent",152,4,38,0.3
"226","pareshkhaneja/BudgetCalculator",1,1,26,3,8.66667,"IssueCommentEvent",26,3,8.66667,0.3
"227","pareshkhaneja/BudgetCalculator",5,1,26,3,8.66667,"PullRequestReviewCommentEvent",26,3,8.66667,0.3
"228","tmforum/DSADDRESS",2,2,5,3,1.66667,"ForkEvent",5,3,1.66667,0.3
"229","openstack/manila-specs",29,1,35,7,5,"PushEvent",35,7,5,0.1
"230","SpamExperts/se-rabl",62,2,69,3,23,"PushEvent",69,3,23,0.3
"231","iVanPan/cordova-plugin-wechat",4,4,5,4,1.25,"WatchEvent",5,4,1.25,0.3
"232","vertragswecker/auto-value-map",4,4,13,6,2.16667,"WatchEvent",13,6,2.16667,0.2
"233","npupyshev/bxdiff",3,3,7,6,1.16667,"WatchEvent",7,6,1.16667,0.2
"234","ethlogic/template",2,2,12,3,4,"CreateEvent",12,3,4,0.3
"235","Chuckland/sketch-number-artboards",2,1,12,6,2,"PullRequestEvent",12,6,2,0.2
"236","Chuckland/sketch-number-artboards",5,5,12,6,2,"WatchEvent",12,6,2,0.2
"237","tekknolagi/distlisp",2,2,16,3,5.33333,"WatchEvent",16,3,5.33333,0.3
"238","GDGTianjin/DevFest2016",2,1,7,4,1.75,"CreateEvent",7,4,1.75,0.3
"239","rahuldess/3DMap",7,3,123,3,41,"CreateEvent",123,3,41,0.3
"240","zalando/db_agg",2,2,19,3,6.33333,"CreateEvent",19,3,6.33333,0.3
"241","WIEGO-Global/wiegodashboard",56,3,172,7,24.57143,"IssuesEvent",172,7,24.57143,0.1
"242","htmlacademy-htmlcss/40812-technomart",1,1,7,4,1.75,"MemberEvent",7,4,1.75,0.3
"243","tidepool-org/tide-whisperer",4,1,28,3,9.33333,"MemberEvent",28,3,9.33333,0.3
"244","hmrc/fset-faststream",598,12,3316,13,255.07692,"PullRequestEvent",3316,13,255.07692,0.1
"245","polyglotted/xpath-stax",2,2,21,10,2.1,"PullRequestEvent",21,10,2.1,0.1
"246","zalando/db_agg",3,1,19,3,6.33333,"CommitCommentEvent",19,3,6.33333,0.3
"247","eutelescope/eutelescope",8,8,227,14,16.21429,"ForkEvent",227,14,16.21429,0.1
"248","ethlogic/template",9,1,12,3,4,"PushEvent",12,3,4,0.3
"249","96AA48/galaxygen",14,14,38,16,2.375,"WatchEvent",38,16,2.375,0.1
"250","auth0/contact-form",1,1,94,7,13.42857,"MemberEvent",94,7,13.42857,0.1
"251","tekknolagi/distlisp",1,1,16,3,5.33333,"PublicEvent",16,3,5.33333,0.3
"252","digigene/account-authenticator",14,2,74,12,6.16667,"PullRequestEvent",74,12,6.16667,0.1
"253","GDGTianjin/DevFest2016",1,1,7,4,1.75,"ForkEvent",7,4,1.75,0.3
"254","flintdigital/mage-mod-in-store-pickup-magestore",9,2,10,3,3.33333,"PushEvent",10,3,3.33333,0.3
"255","auth0/contact-form",1,1,94,7,13.42857,"WatchEvent",94,7,13.42857,0.1
"256","LinuxAccra-UserGroup/linuxaccra-www",12,2,70,8,8.75,"IssuesEvent",70,8,8.75,0.1
"257","kareem3d/todoapp",1,1,12,6,2,"PullRequestEvent",12,6,2,0.2
"258","jscs-dev/grunt-jscs",7,2,35,12,2.91667,"PullRequestEvent",35,12,2.91667,0.1
"259","MikeMitterer/dart-docker",3,1,8,3,2.66667,"PushEvent",8,3,2.66667,0.3
"260","logibit/Logibit.Hawk",5,5,36,9,4,"WatchEvent",36,9,4,0.1
"261","mikolalysenko/robust-point-in-polygon",5,5,5,5,1,"WatchEvent",5,5,1,0.2
"262","elastic/elasticsearch-analysis-phonetic",3,3,5,4,1.25,"WatchEvent",5,4,1.25,0.3
"263","UrbanApps/UALogger",11,11,13,12,1.08333,"WatchEvent",13,12,1.08333,0.1
"264","digigene/account-authenticator",4,1,74,12,6.16667,"GollumEvent",74,12,6.16667,0.1
"265","kvirair/Compass-View",1,1,15,7,2.14286,"IssuesEvent",15,7,2.14286,0.1
"266","hmrc/fset-faststream",504,8,3316,13,255.07692,"PullRequestReviewCommentEvent",3316,13,255.07692,0.1
"267","LuxoftAKutsan/FaceRecognizer",4,4,15,5,3,"ForkEvent",15,5,3,0.2
"268","MakeSchool-18/Linked-List-brianhans",2,1,5,4,1.25,"PushEvent",5,4,1.25,0.3
"269","rahuldess/3DMap",78,3,123,3,41,"PushEvent",123,3,41,0.3
"270","vertragswecker/auto-value-map",4,1,13,6,2.16667,"PushEvent",13,6,2.16667,0.2
"271","openstack/manila-specs",5,5,35,7,5,"WatchEvent",35,7,5,0.1
"272","bwilbertz/kaggle_allen_ai",7,7,8,8,1,"WatchEvent",8,8,1,0.1
"273","MakeSchool-18/Linked-List-brianhans",2,2,5,4,1.25,"CreateEvent",5,4,1.25,0.3
"274","saimaz/docker-fpm",4,1,17,3,5.66667,"CreateEvent",17,3,5.66667,0.3
"275","sonots/oneline_log_formatter",1,1,18,10,1.8,"CreateEvent",18,10,1.8,0.1
"276","cedx/yii2-mustache",3,1,123,4,30.75,"DeleteEvent",123,4,30.75,0.3
