"","repo_name","num_events","num_actors","total_events","total_actors","events_per_actor","type","num_repo_events","num_repo_actors","repo_events_per_actor","participation_rate"
"106","jakubmichalewski/compliancex",1,1,1,1,1,"CreateEvent",1,1,1,1
"107","danielhusar/movie-title",1,1,5,2,2.5,"IssueCommentEvent",5,2,2.5,0.5
"108","raccoonAndy/recenter",15,1,17,1,17,"PushEvent",17,1,17,1
"109","tutor70/MyFirstWebStormProj",21,1,23,1,23,"PushEvent",23,1,23,1
"110","tutor70/MyFirstWebStormProj",2,1,23,1,23,"CreateEvent",23,1,23,1
"111","NicolasAlfonsi/IM14",1,1,1,1,1,"CreateEvent",1,1,1,1
"112","sashaserg/Micron-T",2,1,5,1,5,"MemberEvent",5,1,5,1
"113","IT-HelloWorld/bootstrap-workshop-mingzkun",1,1,2,2,1,"MemberEvent",2,2,1,0.5
"114","lazyatom/jsonapi-resources",1,1,1,1,1,"PushEvent",1,1,1,1
"115","dstewart/VulkanTest",49,1,51,1,51,"PushEvent",51,1,51,1
"116","MANDISON/OKInviteToGroups",1,1,23,2,11.5,"WatchEvent",23,2,11.5,0.5
"117","IndicadoresUN/git-con-r",6,1,9,1,9,"CreateEvent",9,1,9,1
"118","IT-HelloWorld/bootstrap-workshop-mingzkun",1,1,2,2,1,"CreateEvent",2,2,1,0.5
"119","gazeromo/seventy",1,1,1,1,1,"CreateEvent",1,1,1,1
"120","if-itb/IF3111-Tugas-1-Android",2,2,2,2,1,"PullRequestEvent",2,2,1,0.5
"121","kannawin/botbot",2,1,4,1,4,"PushEvent",4,1,4,1
"122","adamadame/test-site",7,1,8,1,8,"PushEvent",8,1,8,1
"123","abdullahcaliskan/servis-takip-v2",2,1,3,1,3,"CreateEvent",3,1,3,1
"124","atomist-test/project-ym0gkqixziox0",2,1,5,2,2.5,"PushEvent",5,2,2.5,0.5
"125","Chester-Chu/TEST",1,1,5,2,2.5,"WatchEvent",5,2,2.5,0.5
"126","mattduboismatt/please-pack",2,1,43,1,43,"CreateEvent",43,1,43,1
"127","starneshl/starneshl.github.io",5,1,8,1,8,"PushEvent",8,1,8,1
"128","saikek/QServer",24,1,31,1,31,"PushEvent",31,1,31,1
"129","isisliu/github-service-8abd0450-5ada-409f-b59d-084aca5c7906",2,1,2,1,2,"CreateEvent",2,1,2,1
"130","MrLevo520/DouBan-MOVIE-CRAWL",1,1,1,1,1,"CreateEvent",1,1,1,1
"131","danielhusar/movie-title",2,2,5,2,2.5,"PullRequestEvent",5,2,2.5,0.5
"132","adamadame/test-site",1,1,8,1,8,"WatchEvent",8,1,8,1
"133","spreak41/PSD2HTML",1,1,1,1,1,"CreateEvent",1,1,1,1
"134","moutons/kumbaya",2,1,3,1,3,"CreateEvent",3,1,3,1
"135","FHSComputerScience/Tetris",3,1,13,1,13,"CreateEvent",13,1,13,1
"136","AhmetEkti/Arduino---Projeleri",2,1,3,1,3,"CreateEvent",3,1,3,1
"137","OyabunAB/zoyabunkeeper",1,1,1,1,1,"MemberEvent",1,1,1,1
"138","Chester-Chu/TEST",2,1,5,2,2.5,"PushEvent",5,2,2.5,0.5
"139","xovoTuple/devfreebooks.github.io",3,1,4,1,4,"PushEvent",4,1,4,1
"140","stewarthines/stewarthines",1,1,2,1,2,"CreateEvent",2,1,2,1
"141","2amigos/yii2-leaflet-geosearch-plugin",2,1,6,3,2,"CreateEvent",6,3,2,0.3
"142","MaxTran03/GestionContact",1,1,3,1,3,"PushEvent",3,1,3,1
"143","dstewart/VulkanTest",2,1,51,1,51,"CreateEvent",51,1,51,1
"144","FHSComputerScience/Tetris",2,1,13,1,13,"PullRequestEvent",13,1,13,1
"145","streetjerk/d1e2m3o4a5p6p7",1,1,3,1,3,"PushEvent",3,1,3,1
"146","saikek/QServer",2,1,31,1,31,"CreateEvent",31,1,31,1
"147","zhangzhicheng1/-",1,1,1,1,1,"CreateEvent",1,1,1,1
"148","danielhusar/movie-title",1,1,5,2,2.5,"ForkEvent",5,2,2.5,0.5
"149","forybm/lookking",2,1,4,1,4,"PushEvent",4,1,4,1
"150","pushjaswal/movieDb",2,1,6,1,6,"PushEvent",6,1,6,1
"151","GladysProject/gladys-sonos",12,1,14,1,14,"PushEvent",14,1,14,1
"152","ncaq/qanctt",1,1,1,1,1,"PushEvent",1,1,1,1
"153","kodemartin/Tic-Tac-Toe-AI",1,1,1,1,1,"PushEvent",1,1,1,1
"154","xovoTuple/devfreebooks.github.io",1,1,4,1,4,"CreateEvent",4,1,4,1
"155","cigefi/dat2netcdf",2,1,7,1,7,"CreateEvent",7,1,7,1
"156","crabfang/ExtensibleAdapter",1,1,16,2,8,"DeleteEvent",16,2,8,0.5
"157","jscord30/FancyJessiboRemote",1,1,2,2,1,"CreateEvent",2,2,1,0.5
"158","jundaydayup/test",1,1,2,1,2,"IssuesEvent",2,1,2,1
"159","Trodis/FacebookEventScraper",1,1,3,3,1,"WatchEvent",3,3,1,0.3
"160","kcalderon87/HW-Wireframe",2,1,2,1,2,"CreateEvent",2,1,2,1
"161","akashtyagi40/jsmania",2,1,3,1,3,"CreateEvent",3,1,3,1
"162","robstoll/checkstyle",1,1,15,1,15,"CreateEvent",15,1,15,1
"163","hmahanna/py-exp",1,1,1,1,1,"CreateEvent",1,1,1,1
"164","moutons/kumbaya",1,1,3,1,3,"PushEvent",3,1,3,1
"165","akashtyagi40/jsmania",1,1,3,1,3,"PushEvent",3,1,3,1
"166","lucianobarauna/estudos",40,1,46,1,46,"PushEvent",46,1,46,1
"167","nbhaohao/gitskills",2,1,2,1,2,"CreateEvent",2,1,2,1
"168","meditatorLau/username.github.io",2,1,2,1,2,"CreateEvent",2,1,2,1
"169","applesrc/IOStorageFamily",4,1,4,1,4,"CreateEvent",4,1,4,1
"170","dreiv/ng-scroll-maintain",1,1,13,1,13,"DeleteEvent",13,1,13,1
"171","2amigos/yii2-leaflet-geosearch-plugin",1,1,6,3,2,"ForkEvent",6,3,2,0.3
"172","Draaakos/sicarioFantasma",2,1,2,1,2,"CreateEvent",2,1,2,1
"173","FHSComputerScience/Tetris",6,1,13,1,13,"PushEvent",13,1,13,1
"174","myprabhat/Hello-world",2,1,2,1,2,"CreateEvent",2,1,2,1
"175","GeorgeVictor2017/Angular_firebase",2,1,2,1,2,"CreateEvent",2,1,2,1
"176","MaxTran03/GestionContact",2,1,3,1,3,"CreateEvent",3,1,3,1
"177","wahabalimalik/odoo-modules",2,1,2,1,2,"CreateEvent",2,1,2,1
"178","guochengfeng/ife-2016-spring",2,1,20,1,20,"CreateEvent",20,1,20,1
"179","jscord30/FancyJessiboRemote",1,1,2,2,1,"WatchEvent",2,2,1,0.5
"180","mobarokHossain/diary",2,1,6,1,6,"CreateEvent",6,1,6,1
