"","repo_name","num_events","num_actors","total_events","total_actors","events_per_actor","type","num_repo_events","num_repo_actors","repo_events_per_actor","participation_rate"
"23","angular-ui/ui-sortable",20,5,539,270,1.9963,"PullRequestEvent",539,270,1.9963,0
"24","subesokun/atom-tree-view-git-status",2,2,131,26,5.03846,"ForkEvent",131,26,5.03846,0
"25","japaric/f3",4,4,761,34,22.38235,"ForkEvent",761,34,22.38235,0
"26","pydanny/cookiecutter-django",270,246,3692,950,3.88632,"ForkEvent",3692,950,3.88632,0
"27","NuCivic/react-dashboard",6,6,375,33,11.36364,"ForkEvent",375,33,11.36364,0
"28","udacity/ud892",14,14,65,64,1.01563,"WatchEvent",65,64,1.01563,0
"29","MCUdude/MightyCore",32,29,269,45,5.97778,"WatchEvent",269,45,5.97778,0
"30","willard-yuan/CNN-for-Image-Retrieval",62,60,96,87,1.10345,"WatchEvent",96,87,1.10345,0
"31","opensanca/trilha-javascript",2,1,177,47,3.76596,"CreateEvent",177,47,3.76596,0
"32","flar2/kenzo",2,2,66,28,2.35714,"PullRequestEvent",66,28,2.35714,0
"33","allanlw/cache_size",3,3,32,24,1.33333,"ForkEvent",32,24,1.33333,0
"34","gildas-lormeau/SingleFile",7,6,38,24,1.58333,"ForkEvent",38,24,1.58333,0
"35","PX4/Matrix",46,4,229,40,5.725,"PushEvent",229,40,5.725,0
"36","flyway/flyway",445,438,1311,762,1.72047,"WatchEvent",1311,762,1.72047,0
"37","embulk/embulk",171,171,864,211,4.09479,"WatchEvent",864,211,4.09479,0
"38","Snakeice/RebDroid",22,21,44,26,1.69231,"WatchEvent",44,26,1.69231,0
"39","japaric/f3",34,1,761,34,22.38235,"DeleteEvent",761,34,22.38235,0
"40","embulk/embulk",138,3,864,211,4.09479,"DeleteEvent",864,211,4.09479,0
"41","raphaelcohn/bish-bosh",2,2,37,26,1.42308,"IssuesEvent",37,26,1.42308,0
"42","AWS2/welcome",13,2,281,22,12.77273,"IssuesEvent",281,22,12.77273,0
"43","vorpaljs/bash-parser",2,1,495,48,10.3125,"ReleaseEvent",495,48,10.3125,0
"44","Snakeice/RebDroid",2,1,44,26,1.69231,"ReleaseEvent",44,26,1.69231,0
"45","kevinjqiu/cdbcli",49,3,448,23,19.47826,"PullRequestEvent",448,23,19.47826,0
"46","pydanny/cookiecutter-django",511,65,3692,950,3.88632,"PullRequestEvent",3692,950,3.88632,0
"47","PX4/Matrix",17,4,229,40,5.725,"PullRequestEvent",229,40,5.725,0
"48","Baeldung/spring-security-registration",1,1,97,73,1.32877,"IssueCommentEvent",97,73,1.32877,0
"49","wangxg2016/vue-bulma",26,26,150,101,1.48515,"ForkEvent",150,101,1.48515,0
"50","blowdart/idunno.CookieSharing",11,11,76,45,1.68889,"ForkEvent",76,45,1.68889,0
"51","ches/docker-kafka",36,36,118,73,1.61644,"ForkEvent",118,73,1.61644,0
"52","mr-ping/RabbitMQ_into_Chinese",26,26,104,87,1.1954,"ForkEvent",104,87,1.1954,0
"53","iMasanari/cmd-eikana",39,1,232,124,1.87097,"PushEvent",232,124,1.87097,0
"54","ches/docker-kafka",5,1,118,73,1.61644,"PushEvent",118,73,1.61644,0
"55","auth0/angular-jwt",206,205,556,298,1.86577,"WatchEvent",556,298,1.86577,0
"56","Bogdanp/elm-time",18,18,104,25,4.16,"WatchEvent",104,25,4.16,0
"57","kevinjqiu/cdbcli",32,3,448,23,19.47826,"CreateEvent",448,23,19.47826,0
"58","flyway/flyway",2,1,1311,762,1.72047,"CreateEvent",1311,762,1.72047,0
"59","travist/meanapp",5,4,94,86,1.09302,"IssuesEvent",94,86,1.09302,0
"60","willdurand/Hateoas",6,6,123,101,1.21782,"IssuesEvent",123,101,1.21782,0
"61","projectmesa/mesa",91,26,1049,164,6.39634,"IssuesEvent",1049,164,6.39634,0
"62","blowdart/idunno.CookieSharing",1,1,76,45,1.68889,"PublicEvent",76,45,1.68889,0
"63","JakeHL/NitroStream",6,1,93,32,2.90625,"ReleaseEvent",93,32,2.90625,0
"64","olliethepikachu/MusicDownloader",3,2,71,20,3.55,"PullRequestEvent",71,20,3.55,0
"65","Bogdanp/elm-time",4,3,104,25,4.16,"PullRequestEvent",104,25,4.16,0
"66","pydanny/cookiecutter-django",871,119,3692,950,3.88632,"IssueCommentEvent",3692,950,3.88632,0
"67","raphaelcohn/bish-bosh",4,4,37,26,1.42308,"ForkEvent",37,26,1.42308,0
"68","HelloYeah/Gomoku-Game",11,1,86,68,1.26471,"PushEvent",86,68,1.26471,0
"69","woboq/verdigris",5,1,65,44,1.47727,"PushEvent",65,44,1.47727,0
"70","sockjs/sockjs-node",144,143,274,188,1.45745,"WatchEvent",274,188,1.45745,0
"71","subesokun/atom-tree-view-git-status",8,4,131,26,5.03846,"PullRequestEvent",131,26,5.03846,0
"72","Shazwazza/UmbracoIdentity",2,2,59,24,2.45833,"PullRequestEvent",59,24,2.45833,0
"73","projectmesa/mesa",169,24,1049,164,6.39634,"PullRequestEvent",1049,164,6.39634,0
"74","fuzzing/MFFA",13,13,60,58,1.03448,"ForkEvent",60,58,1.03448,0
"75","sensu/sensu-ansible",22,22,252,60,4.2,"ForkEvent",252,60,4.2,0
"76","GavinJoyce/ember-beats",12,1,60,23,2.6087,"PushEvent",60,23,2.6087,0
"77","RobertBeckebans/RBDOOM-3-BFG",20,1,384,116,3.31034,"PushEvent",384,116,3.31034,0
"78","rbarrois/factory_boy",5,2,160,67,2.38806,"PushEvent",160,67,2.38806,0
"79","flar2/kenzo",4,1,66,28,2.35714,"CreateEvent",66,28,2.35714,0
"80","CartoDB/CartoDB-SQL-API",2,1,727,33,22.0303,"GollumEvent",727,33,22.0303,0
"81","iMasanari/cmd-eikana",17,10,232,124,1.87097,"IssuesEvent",232,124,1.87097,0
"82","pydanny/cookiecutter-django",275,69,3692,950,3.88632,"IssuesEvent",3692,950,3.88632,0
"83","pylerSM/NoDeviceCheck",3,3,87,40,2.175,"IssuesEvent",87,40,2.175,0
"84","learn-co-students/my_all-v-000",155,155,312,158,1.97468,"PullRequestEvent",312,158,1.97468,0
"85","firebug/har-export-trigger",26,13,65,29,2.24138,"IssueCommentEvent",65,29,2.24138,0
"86","mycncart/mycncart",10,5,320,85,3.76471,"IssueCommentEvent",320,85,3.76471,0
"87","spark/particle-dev",64,22,191,42,4.54762,"IssueCommentEvent",191,42,4.54762,0
"88","matsuu/azure-isucon-templates",7,7,72,48,1.5,"ForkEvent",72,48,1.5,0
"89","SinaVDDeveloper/sinavideo_playersdk",86,86,238,209,1.13876,"ForkEvent",238,209,1.13876,0
"90","shageman/the_next_big_thing",18,18,21,21,1,"WatchEvent",21,21,1,0
"91","apache/shiro",361,355,846,565,1.49735,"WatchEvent",846,565,1.49735,0
"92","natefaubion/sparkler",54,54,66,59,1.11864,"WatchEvent",66,59,1.11864,0
"93","ralphbean/ansi2html",23,23,72,44,1.63636,"WatchEvent",72,44,1.63636,0
"94","auth0/angular-jwt",9,1,556,298,1.86577,"ReleaseEvent",556,298,1.86577,0
"95","resque/redis-namespace",11,6,87,55,1.58182,"IssueCommentEvent",87,55,1.58182,0
"96","apache/shiro",52,14,846,565,1.49735,"IssueCommentEvent",846,565,1.49735,0
"97","Thekla/thekla_atlas",3,2,64,54,1.18519,"IssueCommentEvent",64,54,1.18519,0
"98","jonas747/discorder",12,4,90,21,4.28571,"IssueCommentEvent",90,21,4.28571,0
"99","RobertBeckebans/RBDOOM-3-BFG",4,3,384,116,3.31034,"CommitCommentEvent",384,116,3.31034,0
"100","CartoDB/CartoDB-SQL-API",5,2,727,33,22.0303,"CommitCommentEvent",727,33,22.0303,0
"101","RobertBeckebans/RBDOOM-3-BFG",2,2,384,116,3.31034,"PullRequestReviewCommentEvent",384,116,3.31034,0
"102","shageman/the_next_big_thing",3,3,21,21,1,"ForkEvent",21,21,1,0
"103","jonas747/discorder",2,2,90,21,4.28571,"ForkEvent",90,21,4.28571,0
"104","nidium/Nidium",6,6,721,153,4.71242,"ForkEvent",721,153,4.71242,0
"105","polyml/polyml",44,1,129,45,2.86667,"PushEvent",129,45,2.86667,0
"106","XL2014/suixiang",22,22,27,26,1.03846,"WatchEvent",27,26,1.03846,0
"107","gildas-lormeau/SingleFile",3,2,38,24,1.58333,"IssuesEvent",38,24,1.58333,0
"108","opensanca/trilha-javascript",15,6,177,47,3.76596,"IssuesEvent",177,47,3.76596,0
"109","iMasanari/cmd-eikana",8,1,232,124,1.87097,"ReleaseEvent",232,124,1.87097,0
"110","iMasanari/cmd-eikana",8,3,232,124,1.87097,"PullRequestEvent",232,124,1.87097,0
"111","rbarrois/factory_boy",6,5,160,67,2.38806,"PullRequestEvent",160,67,2.38806,0
"112","spark/particle-dev",21,5,191,42,4.54762,"PullRequestEvent",191,42,4.54762,0
"113","NuCivic/react-dashboard",24,3,375,33,11.36364,"IssueCommentEvent",375,33,11.36364,0
"114","apache/shiro",13,2,846,565,1.49735,"PullRequestReviewCommentEvent",846,565,1.49735,0
"115","skylightio/skylight-ruby",13,13,243,73,3.32877,"ForkEvent",243,73,3.32877,0
"116","vraa/route-planner",9,1,40,24,1.66667,"PushEvent",40,24,1.66667,0
"117","wangxg2016/vue-bulma",2,1,150,101,1.48515,"CreateEvent",150,101,1.48515,0
"118","renard314/textfairy",1,1,249,160,1.55625,"GollumEvent",249,160,1.55625,0
"119","mschwarzmueller/laravel-complete-intro",2,2,52,45,1.15556,"IssuesEvent",52,45,1.15556,0
"120","vadimkantorov/mpegflow",9,6,88,27,3.25926,"IssuesEvent",88,27,3.25926,0
"121","auth0/angular-jwt",47,17,556,298,1.86577,"PullRequestEvent",556,298,1.86577,0
"122","ytiurin/hyphen",4,3,99,39,2.53846,"PullRequestEvent",99,39,2.53846,0
"123","vraa/route-planner",2,1,40,24,1.66667,"PullRequestEvent",40,24,1.66667,0
"124","mafintosh/media-recorder-stream",1,1,58,29,2,"PullRequestReviewCommentEvent",58,29,2,0
"125","flyway/flyway",8,4,1311,762,1.72047,"PullRequestReviewCommentEvent",1311,762,1.72047,0
"126","amitjakhu/dripicons",1,1,63,59,1.0678,"IssueCommentEvent",63,59,1.0678,0
"127","woboq/verdigris",1,1,65,44,1.47727,"CommitCommentEvent",65,44,1.47727,0
"128","borismus/keysocket",6,5,58,48,1.20833,"IssueCommentEvent",58,48,1.20833,0
"129","subesokun/atom-tree-view-git-status",7,1,131,26,5.03846,"CreateEvent",131,26,5.03846,0
"130","like4hub/CustomViewForClock",12,12,43,36,1.19444,"ForkEvent",43,36,1.19444,0
"131","ches/docker-kafka",15,9,118,73,1.61644,"IssuesEvent",118,73,1.61644,0
"132","alexch/learn_ruby",16,16,44,40,1.1,"WatchEvent",44,40,1.1,0
"133","MCUdude/MightyCore",26,11,269,45,5.97778,"IssuesEvent",269,45,5.97778,0
"134","ajoberstar/grgit",10,10,165,56,2.94643,"ForkEvent",165,56,2.94643,0
"135","JakeHL/NitroStream",18,18,93,32,2.90625,"WatchEvent",93,32,2.90625,0
"136","spark/particle-dev",11,11,191,42,4.54762,"WatchEvent",191,42,4.54762,0
"137","mr-ping/RabbitMQ_into_Chinese",65,65,104,87,1.1954,"WatchEvent",104,87,1.1954,0
"138","AWS2/welcome",5,2,281,22,12.77273,"DeleteEvent",281,22,12.77273,0
"139","embulk/embulk",59,17,864,211,4.09479,"IssuesEvent",864,211,4.09479,0
"140","pydanny/cookiecutter-django",1,1,3692,950,3.88632,"MemberEvent",3692,950,3.88632,0
"141","angular-ui/ui-sortable",8,1,539,270,1.9963,"ReleaseEvent",539,270,1.9963,0
"142","polyml/polyml",6,3,129,45,2.86667,"PullRequestEvent",129,45,2.86667,0
"143","mafintosh/media-recorder-stream",12,2,58,29,2,"IssueCommentEvent",58,29,2,0
"144","sockjs/sockjs-node",48,19,274,188,1.45745,"IssueCommentEvent",274,188,1.45745,0
"145","mirjalil/DataScience",9,9,144,32,4.5,"ForkEvent",144,32,4.5,0
"146","rpodgorny/unionfs-fuse",13,1,75,36,2.08333,"PushEvent",75,36,2.08333,0
"147","Snakeice/RebDroid",10,1,44,26,1.69231,"PushEvent",44,26,1.69231,0
"148","angular-ui/ui-sortable",33,2,539,270,1.9963,"PushEvent",539,270,1.9963,0
"149","Baeldung/spring-security-registration",39,39,97,73,1.32877,"WatchEvent",97,73,1.32877,0
"150","AWS2/welcome",3,1,281,22,12.77273,"WatchEvent",281,22,12.77273,0
"151","redux-effects/redux-effects-fetch",18,18,23,22,1.04545,"WatchEvent",23,22,1.04545,0
"152","llSourcell/path_planning_demo_live",2,1,30,25,1.2,"CreateEvent",30,25,1.2,0
"153","firebug/har-export-trigger",1,1,65,29,2.24138,"CreateEvent",65,29,2.24138,0
"154","angular-ui/ui-sortable",3,1,539,270,1.9963,"DeleteEvent",539,270,1.9963,0
"155","rbarrois/factory_boy",16,8,160,67,2.38806,"IssuesEvent",160,67,2.38806,0
"156","PascalCoin/PascalCoin",1,1,208,24,8.66667,"MemberEvent",208,24,8.66667,0
"157","MCUdude/MightyCore",14,3,269,45,5.97778,"PullRequestEvent",269,45,5.97778,0
"158","mschwarzmueller/laravel-complete-intro",1,1,52,45,1.15556,"PullRequestEvent",52,45,1.15556,0
"159","CartoDB/CartoDB-SQL-API",80,19,727,33,22.0303,"IssueCommentEvent",727,33,22.0303,0
"160","DevMate/DevMateKit",3,3,65,32,2.03125,"ForkEvent",65,32,2.03125,0
"161","mschwarzmueller/laravel-complete-intro",24,24,52,45,1.15556,"ForkEvent",52,45,1.15556,0
"162","Bogdanp/elm-time",2,2,104,25,4.16,"ForkEvent",104,25,4.16,0
"163","flyway/flyway",25,1,1311,762,1.72047,"PushEvent",1311,762,1.72047,0
"164","ralphbean/ansi2html",3,1,72,44,1.63636,"PushEvent",72,44,1.63636,0
"165","sixhobbits/python-telegram-tutorial",7,1,46,36,1.27778,"PushEvent",46,36,1.27778,0
"166","sensu/sensu-ansible",27,25,252,60,4.2,"WatchEvent",252,60,4.2,0
"167","apache/shiro",16,1,846,565,1.49735,"CreateEvent",846,565,1.49735,0
"168","Snakeice/RebDroid",3,1,44,26,1.69231,"CreateEvent",44,26,1.69231,0
"169","mycncart/mycncart",20,1,320,85,3.76471,"CreateEvent",320,85,3.76471,0
"170","subesokun/atom-tree-view-git-status",1,1,131,26,5.03846,"DeleteEvent",131,26,5.03846,0
"171","resque/redis-namespace",3,3,87,55,1.58182,"IssuesEvent",87,55,1.58182,0
"172","flar2/kenzo",1,1,66,28,2.35714,"IssuesEvent",66,28,2.35714,0
"173","japaric/f3",1,1,761,34,22.38235,"MemberEvent",761,34,22.38235,0
"174","RobertBeckebans/RBDOOM-3-BFG",32,15,384,116,3.31034,"PullRequestEvent",384,116,3.31034,0
"175","jonas747/discorder",2,2,90,21,4.28571,"PullRequestEvent",90,21,4.28571,0
"176","Bogdanp/elm-time",21,9,104,25,4.16,"IssueCommentEvent",104,25,4.16,0
"177","projectmesa/mesa",17,7,1049,164,6.39634,"PullRequestReviewCommentEvent",1049,164,6.39634,0
"178","cbfinn/gps",125,4,606,138,4.3913,"PullRequestReviewCommentEvent",606,138,4.3913,0
"179","allanlw/cache_size",1,1,32,24,1.33333,"IssueCommentEvent",32,24,1.33333,0
"180","RobertBeckebans/RBDOOM-3-BFG",3,1,384,116,3.31034,"CreateEvent",384,116,3.31034,0
"181","blowdart/idunno.CookieSharing",7,1,76,45,1.68889,"PushEvent",76,45,1.68889,0
"182","jaydeepw/poly-picker",9,8,99,68,1.45588,"IssuesEvent",99,68,1.45588,0
"183","sitexw/BlockAdBlock",11,5,133,108,1.23148,"IssueCommentEvent",133,108,1.23148,0
"184","gildas-lormeau/SingleFile",16,16,38,24,1.58333,"WatchEvent",38,24,1.58333,0
"185","olliethepikachu/MusicDownloader",17,1,71,20,3.55,"PushEvent",71,20,3.55,0
"186","infobyte/CVE-2016-2776",26,26,47,37,1.27027,"WatchEvent",47,37,1.27027,0
"187","phodal/ideas",26,6,245,148,1.65541,"IssueCommentEvent",245,148,1.65541,0
"188","opensanca/trilha-javascript",95,3,177,47,3.76596,"PushEvent",177,47,3.76596,0
"189","pydanny/cookiecutter-django",698,689,3692,950,3.88632,"WatchEvent",3692,950,3.88632,0
"190","embulk/embulk",234,27,864,211,4.09479,"IssueCommentEvent",864,211,4.09479,0
"191","flar2/kenzo",9,9,66,28,2.35714,"ForkEvent",66,28,2.35714,0
"192","MISTLab/Buzz",4,4,59,21,2.80952,"ForkEvent",59,21,2.80952,0
"193","ytiurin/hyphen",33,1,99,39,2.53846,"PushEvent",99,39,2.53846,0
"194","willdurand/Hateoas",2,1,123,101,1.21782,"PushEvent",123,101,1.21782,0
"195","travist/meanapp",37,37,94,86,1.09302,"WatchEvent",94,86,1.09302,0
"196","actionless/oomox",89,89,371,110,3.37273,"WatchEvent",371,110,3.37273,0
"197","NuCivic/react-dashboard",28,27,375,33,11.36364,"WatchEvent",375,33,11.36364,0
"198","jonas747/discorder",2,1,90,21,4.28571,"CreateEvent",90,21,4.28571,0
"199","pydanny/cookiecutter-django",171,4,3692,950,3.88632,"DeleteEvent",3692,950,3.88632,0
"200","nidium/Nidium",40,3,721,153,4.71242,"GollumEvent",721,153,4.71242,0
"201","woboq/verdigris",2,2,65,44,1.47727,"PullRequestEvent",65,44,1.47727,0
"202","actionless/oomox",6,3,371,110,3.37273,"PullRequestEvent",371,110,3.37273,0
"203","projectmesa/mesa",413,27,1049,164,6.39634,"IssueCommentEvent",1049,164,6.39634,0
"204","skylightio/skylight-ruby",8,3,243,73,3.32877,"PullRequestReviewCommentEvent",243,73,3.32877,0
"205","redux-effects/redux-effects-fetch",2,2,23,22,1.04545,"ForkEvent",23,22,1.04545,0
"206","pylerSM/NoDeviceCheck",15,15,87,40,2.175,"WatchEvent",87,40,2.175,0
"207","raphaelcohn/bish-bosh",20,20,37,26,1.42308,"WatchEvent",37,26,1.42308,0
"208","firebug/har-export-trigger",13,12,65,29,2.24138,"WatchEvent",65,29,2.24138,0
"209","infobyte/CVE-2016-2776",2,1,47,37,1.27027,"CreateEvent",47,37,1.27027,0
"210","borismus/keysocket",6,6,58,48,1.20833,"IssuesEvent",58,48,1.20833,0
"211","Thekla/thekla_atlas",5,3,64,54,1.18519,"IssuesEvent",64,54,1.18519,0
"212","nidium/Nidium",1,1,721,153,4.71242,"PublicEvent",721,153,4.71242,0
"213","subesokun/atom-tree-view-git-status",6,1,131,26,5.03846,"ReleaseEvent",131,26,5.03846,0
"214","matsuu/azure-isucon-templates",1,1,72,48,1.5,"IssueCommentEvent",72,48,1.5,0
"215","eladnava/applicationize",59,11,131,53,2.4717,"IssueCommentEvent",131,53,2.4717,0
"216","projectknife/Projectfork",18,10,62,34,1.82353,"IssueCommentEvent",62,34,1.82353,0
"217","sockjs/sockjs-node",37,34,274,188,1.45745,"ForkEvent",274,188,1.45745,0
"218","embulk/embulk",28,28,864,211,4.09479,"ForkEvent",864,211,4.09479,0
"219","spark/particle-dev",7,7,191,42,4.54762,"ForkEvent",191,42,4.54762,0
"220","vraa/route-planner",7,7,40,24,1.66667,"ForkEvent",40,24,1.66667,0
"221","mafintosh/media-recorder-stream",6,1,58,29,2,"PushEvent",58,29,2,0
"222","JakeHL/NitroStream",22,1,93,32,2.90625,"PushEvent",93,32,2.90625,0
"223","actionless/oomox",112,1,371,110,3.37273,"PushEvent",371,110,3.37273,0
"224","Bernardstanislas/eslint-bot",1,1,30,28,1.07143,"PushEvent",30,28,1.07143,0
"225","Thekla/thekla_atlas",46,46,64,54,1.18519,"WatchEvent",64,54,1.18519,0
"226","AWS2/welcome",15,11,281,22,12.77273,"CreateEvent",281,22,12.77273,0
"227","ytiurin/hyphen",4,3,99,39,2.53846,"IssuesEvent",99,39,2.53846,0
"228","spark/particle-dev",23,13,191,42,4.54762,"IssuesEvent",191,42,4.54762,0
"229","postcss/autoprefixer",178,78,2698,2121,1.27204,"IssuesEvent",2698,2121,1.27204,0
"230","CartoDB/CartoDB-SQL-API",1,1,727,33,22.0303,"MemberEvent",727,33,22.0303,0
"231","jaydeepw/poly-picker",9,4,99,68,1.45588,"PullRequestEvent",99,68,1.45588,0
"232","willdurand/Hateoas",5,5,123,101,1.21782,"PullRequestEvent",123,101,1.21782,0
"233","AWS2/welcome",3,2,281,22,12.77273,"PullRequestEvent",281,22,12.77273,0
"234","subesokun/atom-tree-view-git-status",51,15,131,26,5.03846,"IssueCommentEvent",131,26,5.03846,0
"235","travist/meanapp",3,3,94,86,1.09302,"IssueCommentEvent",94,86,1.09302,0
"236","Shazwazza/UmbracoIdentity",21,10,59,24,2.45833,"IssueCommentEvent",59,24,2.45833,0
"237","cbfinn/gps",112,21,606,138,4.3913,"IssueCommentEvent",606,138,4.3913,0
"238","embulk/embulk",1,1,864,211,4.09479,"CommitCommentEvent",864,211,4.09479,0
"239","gildas-lormeau/SingleFile",1,1,38,24,1.58333,"PullRequestEvent",38,24,1.58333,0
"240","llSourcell/path_planning_demo_live",1,1,30,25,1.2,"PushEvent",30,25,1.2,0
"241","sixhobbits/python-telegram-tutorial",5,5,46,36,1.27778,"ForkEvent",46,36,1.27778,0
"242","mr-ping/RabbitMQ_into_Chinese",5,1,104,87,1.1954,"PushEvent",104,87,1.1954,0
"243","flar2/kenzo",10,3,66,28,2.35714,"CommitCommentEvent",66,28,2.35714,0
"244","Shazwazza/UmbracoIdentity",10,10,59,24,2.45833,"WatchEvent",59,24,2.45833,0
"245","Bernardstanislas/eslint-bot",20,20,30,28,1.07143,"WatchEvent",30,28,1.07143,0
"246","mafintosh/media-recorder-stream",25,25,58,29,2,"WatchEvent",58,29,2,0
"247","projectmesa/mesa",55,51,1049,164,6.39634,"ForkEvent",1049,164,6.39634,0
"248","NuCivic/react-dashboard",225,2,375,33,11.36364,"PushEvent",375,33,11.36364,0
"249","jaydeepw/poly-picker",18,15,99,68,1.45588,"ForkEvent",99,68,1.45588,0
"250","llSourcell/path_planning_demo_live",21,21,30,25,1.2,"WatchEvent",30,25,1.2,0
"251","jaydeepw/poly-picker",29,28,99,68,1.45588,"WatchEvent",99,68,1.45588,0
"252","willdurand/Hateoas",88,88,123,101,1.21782,"WatchEvent",123,101,1.21782,0
"253","ches/docker-kafka",31,31,118,73,1.61644,"WatchEvent",118,73,1.61644,0
"254","rbarrois/factory_boy",2,1,160,67,2.38806,"CreateEvent",160,67,2.38806,0
"255","nidium/Nidium",10,2,721,153,4.71242,"CreateEvent",721,153,4.71242,0
"256","vraa/route-planner",2,1,40,24,1.66667,"CreateEvent",40,24,1.66667,0
"257","cbfinn/gps",29,7,606,138,4.3913,"CreateEvent",606,138,4.3913,0
"258","resque/redis-namespace",1,1,87,55,1.58182,"DeleteEvent",87,55,1.58182,0
"259","RobertBeckebans/RBDOOM-3-BFG",30,15,384,116,3.31034,"IssuesEvent",384,116,3.31034,0
"260","willard-yuan/CNN-for-Image-Retrieval",1,1,96,87,1.10345,"IssuesEvent",96,87,1.10345,0
"261","opensanca/trilha-javascript",9,5,177,47,3.76596,"PullRequestEvent",177,47,3.76596,0
"262","postcss/autoprefixer",23,11,2698,2121,1.27204,"PullRequestEvent",2698,2121,1.27204,0
"263","wangxg2016/vue-bulma",8,3,150,101,1.48515,"IssueCommentEvent",150,101,1.48515,0
"264","embulk/embulk",21,5,864,211,4.09479,"PullRequestReviewCommentEvent",864,211,4.09479,0
"265","mycncart/mycncart",34,34,320,85,3.76471,"ForkEvent",320,85,3.76471,0
"266","spark3dp/ember-firmware",12,12,140,23,6.08696,"WatchEvent",140,23,6.08696,0
"267","projectknife/Projectfork",1,1,62,34,1.82353,"WatchEvent",62,34,1.82353,0
"268","iMasanari/cmd-eikana",7,1,232,124,1.87097,"CreateEvent",232,124,1.87097,0
"269","Shazwazza/UmbracoIdentity",3,1,59,24,2.45833,"GollumEvent",59,24,2.45833,0
"270","Bogdanp/elm-time",20,9,104,25,4.16,"IssuesEvent",104,25,4.16,0
"271","PascalCoin/PascalCoin",13,1,208,24,8.66667,"ReleaseEvent",208,24,8.66667,0
"272","narenaryan/Salary-API",1,1,33,30,1.1,"PullRequestEvent",33,30,1.1,0
"273","mr-ping/RabbitMQ_into_Chinese",4,2,104,87,1.1954,"IssueCommentEvent",104,87,1.1954,0
"274","renard314/textfairy",59,56,249,160,1.55625,"ForkEvent",249,160,1.55625,0
"275","Snakeice/RebDroid",4,4,44,26,1.69231,"ForkEvent",44,26,1.69231,0
"276","kevinjqiu/cdbcli",197,3,448,23,19.47826,"PushEvent",448,23,19.47826,0
"277","like4hub/CustomViewForClock",29,27,43,36,1.19444,"WatchEvent",43,36,1.19444,0
"278","fuzzing/MFFA",47,47,60,58,1.03448,"WatchEvent",60,58,1.03448,0
"279","narenaryan/Salary-API",20,20,33,30,1.1,"WatchEvent",33,30,1.1,0
"280","blowdart/idunno.CookieSharing",32,32,76,45,1.68889,"WatchEvent",76,45,1.68889,0
"281","vorpaljs/bash-parser",13,2,495,48,10.3125,"CreateEvent",495,48,10.3125,0
"282","CartoDB/CartoDB-SQL-API",86,5,727,33,22.0303,"CreateEvent",727,33,22.0303,0
"283","spark3dp/ember-firmware",4,3,140,23,6.08696,"PullRequestEvent",140,23,6.08696,0
"284","redux-effects/redux-effects-fetch",2,2,23,22,1.04545,"IssueCommentEvent",23,22,1.04545,0
"285","ytiurin/hyphen",4,4,99,39,2.53846,"ForkEvent",99,39,2.53846,0
"286","sitexw/BlockAdBlock",21,21,133,108,1.23148,"ForkEvent",133,108,1.23148,0
"287","travist/meanapp",48,48,94,86,1.09302,"ForkEvent",94,86,1.09302,0
