"","repo_name","num_events","num_actors","total_events","total_actors","events_per_actor","type","num_repo_events","num_repo_actors","repo_events_per_actor","participation_rate"
"85","delins/xtm",2,1,2,1,2,"CreateEvent",2,1,2,1
"86","Zouyiran/learngit",1,1,3,1,3,"PushEvent",3,1,3,1
"87","ivochkin/jcppy",1,1,1,1,1,"PushEvent",1,1,1,1
"88","k-shogo/devise_api_sample",1,1,1,1,1,"WatchEvent",1,1,1,1
"89","saike/fff",2,1,12,1,12,"CreateEvent",12,1,12,1
"90","dargor/write-pythonic-code-demos",1,1,1,1,1,"CreateEvent",1,1,1,1
"91","metacap/yts-search",12,1,19,1,19,"PushEvent",19,1,19,1
"92","suyogdaga/GeeksforGeeks",34,1,38,1,38,"PushEvent",38,1,38,1
"93","halliej/git-talk",2,1,3,1,3,"CreateEvent",3,1,3,1
"94","suyogdaga/GeeksforGeeks",1,1,38,1,38,"DeleteEvent",38,1,38,1
"95","kentquirk/neveragaindottech.github.io",2,1,2,1,2,"PushEvent",2,1,2,1
"96","Wojdakoman/wojdakoman.github.io",10,1,12,1,12,"PushEvent",12,1,12,1
"97","AJLiu/runway",1,1,1,1,1,"PushEvent",1,1,1,1
"98","MouginPaul/AdaptativeLearning",2,1,2,1,2,"CreateEvent",2,1,2,1
"99","deepthivh/helloIT",2,1,8,1,8,"PullRequestEvent",8,1,8,1
"100","cemobas/EliteScheduleApp",1,1,3,1,3,"PushEvent",3,1,3,1
"101","kaczynska/example1-rwd",2,1,4,1,4,"PushEvent",4,1,4,1
"102","cassandradanger/swaggerHubApi",3,1,6,1,6,"PushEvent",6,1,6,1
"103","Bambuk/redux-in-russian",1,1,1,1,1,"WatchEvent",1,1,1,1
"104","PJMPR/Brewkit",1,1,2,2,1,"CreateEvent",2,2,1,0.5
"105","artemipanchuk/hyro",2,1,5,1,5,"CreateEvent",5,1,5,1
"106","jhugg11/retreat",2,1,6,1,6,"CreateEvent",6,1,6,1
"107","sairam1284/poros",3,1,12,1,12,"CreateEvent",12,1,12,1
"108","sistemasneytorres/PageClonner",2,1,2,1,2,"CreateEvent",2,1,2,1
"109","sreelakshmisetturu/Implementation-of-LZW-algorithm",1,1,2,1,2,"CreateEvent",2,1,2,1
"110","hoosiki/CRMC",2,1,8,1,8,"CreateEvent",8,1,8,1
"111","kmhasan-class/fall2016ds",2,1,26,2,13,"CreateEvent",26,2,13,0.5
"112","ElfenSterben/python",2,1,2,1,2,"CreateEvent",2,1,2,1
"113","icleen/graphs",3,1,9,1,9,"CreateEvent",9,1,9,1
"114","kmhasan-class/fall2016ds",23,1,26,2,13,"PushEvent",26,2,13,0.5
"115","wild-fe/wrc-image",1,1,1,1,1,"PushEvent",1,1,1,1
"116","hanis001/Android-stats-app",18,1,48,1,48,"PullRequestEvent",48,1,48,1
"117","saxix/django-dynamicfields",2,1,2,1,2,"CreateEvent",2,1,2,1
"118","isisliu/github-service-05889873-64bb-484a-96fd-f6bdb0613402",2,1,2,1,2,"CreateEvent",2,1,2,1
"119","brunofarache/liferay-push-ios",2,1,13,2,6.5,"IssueCommentEvent",13,2,6.5,0.5
"120","dylanowen/bart-pi",16,1,18,1,18,"PushEvent",18,1,18,1
"121","joe-re/typescript-simple",1,1,2,1,2,"CreateEvent",2,1,2,1
"122","suyogdaga/GeeksforGeeks",3,1,38,1,38,"CreateEvent",38,1,38,1
"123","Zouyiran/learngit",1,1,3,1,3,"DeleteEvent",3,1,3,1
"124","LarissaSMU/Happytejas",1,1,6,2,3,"MemberEvent",6,2,3,0.5
"125","LarissaSMU/Happytejas",3,1,6,2,3,"PushEvent",6,2,3,0.5
"126","ac1217/KCWebViewController",3,1,4,1,4,"CreateEvent",4,1,4,1
"127","hvozdow/js-tasks",1,1,1,1,1,"CreateEvent",1,1,1,1
"128","sairam1284/poros",3,1,12,1,12,"PushEvent",12,1,12,1
"129","anoopl/testrepo1",2,1,2,1,2,"CreateEvent",2,1,2,1
"130","fjhjava/smartFramework-web",2,1,2,1,2,"CreateEvent",2,1,2,1
"131","cassandradanger/swaggerHubApi",1,1,6,1,6,"MemberEvent",6,1,6,1
"132","joe-re/typescript-simple",1,1,2,1,2,"PushEvent",2,1,2,1
"133","mellellar/To-do",2,2,5,2,2.5,"PushEvent",5,2,2.5,0.5
"134","medullaskyline/hack-university-data-science",4,1,4,1,4,"PushEvent",4,1,4,1
"135","mobi94/ScreenOffWidget",7,1,10,1,10,"PushEvent",10,1,10,1
"136","IvanReyesN94/Tutorial",2,1,3,1,3,"CreateEvent",3,1,3,1
"137","Huijari/dns.js.org",2,1,2,1,2,"PushEvent",2,1,2,1
"138","halliej/git-talk",1,1,3,1,3,"PushEvent",3,1,3,1
"139","JasimJabri/webpack",3,1,5,1,5,"PushEvent",5,1,5,1
"140","brunofarache/liferay-push-ios",5,1,13,2,6.5,"PushEvent",13,2,6.5,0.5
"141","deepthivh/helloIT",2,1,8,1,8,"PushEvent",8,1,8,1
"142","hitshq/Lab4",2,1,2,1,2,"CreateEvent",2,1,2,1
"143","LukeBG/Oh-My-Powershell",1,1,1,1,1,"WatchEvent",1,1,1,1
"144","kaczynska/example1-rwd",2,1,4,1,4,"CreateEvent",4,1,4,1
"145","Malven/WipExcelApp",1,1,2,1,2,"PushEvent",2,1,2,1
"146","bruceravel/BLA-XANES",57,1,57,1,57,"PushEvent",57,1,57,1
"147","Wojdakoman/wojdakoman.github.io",2,1,12,1,12,"CreateEvent",12,1,12,1
"148","weixing2014/overtime-app",2,1,25,1,25,"CreateEvent",25,1,25,1
"149","saike/fff",10,1,12,1,12,"PushEvent",12,1,12,1
"150","danjglick/danjglick-s-repository",2,1,2,1,2,"CreateEvent",2,1,2,1
"151","JasimJabri/webpack",2,1,5,1,5,"CreateEvent",5,1,5,1
"152","cristianrivadeneira/Desarrollo",1,1,1,1,1,"CreateEvent",1,1,1,1
"153","nuttea/docker-NCAplus",1,1,3,1,3,"PushEvent",3,1,3,1
"154","Malven/WipExcelApp",1,1,2,1,2,"CreateEvent",2,1,2,1
"155","atomist-web-test-staging/project_1tpctwuqbf8j9",2,1,3,1,3,"CreateEvent",3,1,3,1
"156","yagoazedias/coffeefinding",8,1,9,1,9,"CreateEvent",9,1,9,1
"157","metacap/yts-search",7,1,19,1,19,"CreateEvent",19,1,19,1
"158","Pushkarev-Ilya/SCRUM",1,1,1,1,1,"CreateEvent",1,1,1,1
"159","deepthivh/helloIT",1,1,8,1,8,"DeleteEvent",8,1,8,1
"160","jhugg11/retreat",4,1,6,1,6,"PushEvent",6,1,6,1
"161","kmhasan-class/fall2016ds",1,1,26,2,13,"ForkEvent",26,2,13,0.5
"162","yagoazedias/coffeefinding",1,1,9,1,9,"PushEvent",9,1,9,1
