"","repo_name","num_events","num_actors","total_events","total_actors","events_per_actor","type","num_repo_events","num_repo_actors","repo_events_per_actor","participation_rate"
"28","everypolitician-scrapers/japan",1,1,1651,4,412.75,"MemberEvent",1651,4,412.75,0.3
"29","Softmotions/ejdb-python",1,1,8,6,1.33333,"PullRequestEvent",8,6,1.33333,0.2
"30","shehzan10/arrayfire",24,2,256,4,64,"PullRequestEvent",256,4,64,0.3
"31","ixdi/migracions",1,1,36,8,4.5,"ForkEvent",36,8,4.5,0.1
"32","liampauling/betfairlightweight",5,4,169,13,13,"ForkEvent",169,13,13,0.1
"33","acoustichero/goldenrod.vim",2,2,12,4,3,"WatchEvent",12,4,3,0.3
"34","spryker/StateMachine",28,3,111,3,37,"CreateEvent",111,3,37,0.3
"35","SimonSapin/rustc-test",1,1,4,3,1.33333,"CreateEvent",4,3,1.33333,0.3
"36","liampauling/betfairlightweight",20,2,169,13,13,"PullRequestEvent",169,13,13,0.1
"37","aKalisch/GOSX-Multihack",2,1,62,10,6.2,"PullRequestEvent",62,10,6.2,0.1
"38","bmorris3/bootcamp_demo",6,6,38,7,5.42857,"ForkEvent",38,7,5.42857,0.1
"39","grantmcwilliams/PlexForBoxee",1,1,11,5,2.2,"IssuesEvent",11,5,2.2,0.2
"40","energiekollektiv/openmod.sh",14,3,84,5,16.8,"IssuesEvent",84,5,16.8,0.2
"41","Zzapps/GAS2GitHub2GAS",4,2,10,3,3.33333,"MemberEvent",10,3,3.33333,0.3
"42","updateing/mentohust-v4-proxy",1,1,28,8,3.5,"PublicEvent",28,8,3.5,0.1
"43","g4lvanix/PIC-tutorials",3,3,5,4,1.25,"ForkEvent",5,4,1.25,0.3
"44","ergolab-NCKU/labWeb",9,9,66,10,6.6,"ForkEvent",66,10,6.6,0.1
"45","wuyumin/whatdevice",18,1,34,6,5.66667,"PushEvent",34,6,5.66667,0.2
"46","open-physiology/open-physiology-model",19,2,20,3,6.66667,"PushEvent",20,3,6.66667,0.3
"47","creativecommons/stateofthe",1,1,7,4,1.75,"WatchEvent",7,4,1.75,0.3
"48","energiekollektiv/openmod.sh",1,1,84,5,16.8,"WatchEvent",84,5,16.8,0.2
"49","rmodbus/rmodbus",2,1,29,6,4.83333,"IssuesEvent",29,6,4.83333,0.2
"50","Zzapps/GAS2GitHub2GAS",1,1,10,3,3.33333,"ReleaseEvent",10,3,3.33333,0.3
"51","todogroup/opencodeofconduct",2,2,17,10,1.7,"PullRequestEvent",17,10,1.7,0.1
"52","inspirehep/inspirehep-search-js",30,3,83,5,16.6,"PullRequestEvent",83,5,16.6,0.2
"53","ergolab-NCKU/labWeb",1,1,66,10,6.6,"IssueCommentEvent",66,10,6.6,0.1
"54","hseos/hseos-course",1,1,31,13,2.38462,"PullRequestEvent",31,13,2.38462,0.1
"55","drichardson/examples",2,2,8,8,1,"WatchEvent",8,8,1,0.1
"56","simvisage/confat",2,1,13,3,4.33333,"MemberEvent",13,3,4.33333,0.3
"57","hiphonezhu/RecyclerView-FlexibleDivider",2,2,8,5,1.6,"WatchEvent",8,5,1.6,0.2
"58","tomachalek/orzojs",2,2,32,3,10.66667,"WatchEvent",32,3,10.66667,0.3
"59","daviddrell/visualsc",3,2,4,3,1.33333,"WatchEvent",4,3,1.33333,0.3
"60","tomachalek/orzojs",10,1,32,3,10.66667,"PullRequestEvent",32,3,10.66667,0.3
"61","muhammad-magdy/WPFToastNotification",11,1,43,16,2.6875,"PushEvent",43,16,2.6875,0.1
"62","danielgielowjr/TapToLearn",1,1,51,3,17,"ForkEvent",51,3,17,0.3
"63","aKalisch/GOSX-Multihack",6,6,62,10,6.2,"WatchEvent",62,10,6.2,0.1
"64","ifyoudieincanada/data-frontend",2,2,6,3,2,"CreateEvent",6,3,2,0.3
"65","muhammad-magdy/WPFToastNotification",1,1,43,16,2.6875,"DeleteEvent",43,16,2.6875,0.1
"66","easydigitaldownloads/edd-per-product-emails",8,5,56,11,5.09091,"IssuesEvent",56,11,5.09091,0.1
"67","IcaliaLabs/sepomex",1,1,48,14,3.42857,"MemberEvent",48,14,3.42857,0.1
"68","relateiq/gwizard",1,1,5,3,1.66667,"MemberEvent",5,3,1.66667,0.3
"69","easydigitaldownloads/edd-per-product-emails",10,5,56,11,5.09091,"PullRequestEvent",56,11,5.09091,0.1
"70","shehzan10/arrayfire",1,1,256,4,64,"ForkEvent",256,4,64,0.3
"71","agatti/hopper-plugins",1,1,14,14,1,"ForkEvent",14,14,1,0.1
"72","tsjing/tsjing-date-picker",2,2,9,4,2.25,"WatchEvent",9,4,2.25,0.3
"73","jcherqui/rdcli",4,4,87,6,14.5,"WatchEvent",87,6,14.5,0.2
"74","Wikifab/wikifab-main",3,1,93,15,6.2,"CreateEvent",93,15,6.2,0.1
"75","Wikifab/wikifab-main",7,5,93,15,6.2,"IssuesEvent",93,15,6.2,0.1
"76","jmhenrique/adblock",1,1,89,5,17.8,"IssuesEvent",89,5,17.8,0.2
"77","EmceeEscher/Robot-thermo-group",2,1,642,4,160.5,"MemberEvent",642,4,160.5,0.3
"78","ergolab-NCKU/labWeb",25,10,66,10,6.6,"PullRequestEvent",66,10,6.6,0.1
"79","ynop/NTSpeechRecognition",5,1,12,3,4,"PushEvent",12,3,4,0.3
"80","Freifunk-Siegerland/sites",14,2,15,3,5,"PushEvent",15,3,5,0.3
"81","lexiht/crm",7,2,51,3,17,"CreateEvent",51,3,17,0.3
"82","rmodbus/rmodbus",2,1,29,6,4.83333,"CreateEvent",29,6,4.83333,0.2
"83","shmup/miniboa",1,1,14,6,2.33333,"CreateEvent",14,6,2.33333,0.2
"84","aKalisch/GOSX-Multihack",8,1,62,10,6.2,"CreateEvent",62,10,6.2,0.1
"85","javabilities/kafka-demo",1,1,6,3,2,"IssuesEvent",6,3,2,0.3
"86","ZanHorvat/eliteAngular2",2,1,11,3,3.66667,"MemberEvent",11,3,3.66667,0.3
"87","strands-project/rosdistro",120,3,377,4,94.25,"PullRequestEvent",377,4,94.25,0.3
"88","bibryam/openshift-recipes",1,1,14,5,2.8,"PullRequestEvent",14,5,2.8,0.2
"89","MaxCDN/node-maxcdn",19,4,40,8,5,"IssueCommentEvent",40,8,5,0.1
"90","todogroup/opencodeofconduct",4,4,17,10,1.7,"ForkEvent",17,10,1.7,0.1
"91","OpenChannelSSD/liblightnvm",325,2,568,13,43.69231,"PushEvent",568,13,43.69231,0.1
"92","shmup/miniboa",3,3,14,6,2.33333,"WatchEvent",14,6,2.33333,0.2
"93","YacoobHolden/monster-ui",114,1,546,3,182,"CreateEvent",546,3,182,0.3
"94","OpenChannelSSD/liblightnvm",106,1,568,13,43.69231,"DeleteEvent",568,13,43.69231,0.1
"95","framgia/fels_200",1,1,7,5,1.4,"MemberEvent",7,5,1.4,0.2
"96","shmup/miniboa",1,1,14,6,2.33333,"IssueCommentEvent",14,6,2.33333,0.2
"97","jjv360/InfoWatch",6,1,10,4,2.5,"PushEvent",10,4,2.5,0.3
"98","ZanHorvat/eliteAngular2",7,3,11,3,3.66667,"PushEvent",11,3,3.66667,0.3
"99","philipbeel/example-istanbul-gulp-coverage",2,2,5,4,1.25,"WatchEvent",5,4,1.25,0.3
"100","TerranUlm/MyBB-Plugin-Teamspeak3-Sync",1,1,45,4,11.25,"WatchEvent",45,4,11.25,0.3
"101","grantmcwilliams/PlexForBoxee",3,3,11,5,2.2,"WatchEvent",11,5,2.2,0.2
"102","acoustichero/goldenrod.vim",2,1,12,4,3,"CreateEvent",12,4,3,0.3
"103","ThePatrickStar/LearnCapstone",2,1,8,5,1.6,"CreateEvent",8,5,1.6,0.2
"104","ifyoudieincanada/data-frontend",3,2,6,3,2,"MemberEvent",6,3,2,0.3
"105","Mcdostone/HTML-CSS",11,1,15,3,5,"PushEvent",15,3,5,0.3
"106","agatti/hopper-plugins",1,1,14,14,1,"PushEvent",14,14,1,0.1
"107","hiphonezhu/RecyclerView-FlexibleDivider",4,1,8,5,1.6,"PushEvent",8,5,1.6,0.2
"108","agatti/hopper-plugins",12,12,14,14,1,"WatchEvent",14,14,1,0.1
"109","tushar-chauhan/generator-angular2-sass-gulp-heroku",2,2,5,3,1.66667,"WatchEvent",5,3,1.66667,0.3
"110","liampauling/betfairlightweight",14,3,169,13,13,"IssuesEvent",169,13,13,0.1
"111","creativecommons/stateofthe",1,1,7,4,1.75,"IssueCommentEvent",7,4,1.75,0.3
"112","framgia/fels_200",3,3,7,5,1.4,"ForkEvent",7,5,1.4,0.2
"113","easydigitaldownloads/edd-per-product-emails",2,2,56,11,5.09091,"ForkEvent",56,11,5.09091,0.1
"114","wuyumin/whatdevice",2,2,34,6,5.66667,"ForkEvent",34,6,5.66667,0.2
"115","relateiq/gwizard",2,2,5,3,1.66667,"PushEvent",5,3,1.66667,0.3
"116","Jiangxiaogang/QSV2FLV",3,3,5,5,1,"WatchEvent",5,5,1,0.2
"117","liampauling/betfairlightweight",9,1,169,13,13,"DeleteEvent",169,13,13,0.1
"118","idanwe/ionic-whatsapp",8,8,15,14,1.07143,"ForkEvent",15,14,1.07143,0.1
"119","zetxek/jorani",5,1,12,3,4,"PushEvent",12,3,4,0.3
"120","aKalisch/GOSX-Multihack",14,1,62,10,6.2,"PushEvent",62,10,6.2,0.1
"121","szieke/ScriptCommunicator_serial-terminal",7,1,156,9,17.33333,"CreateEvent",156,9,17.33333,0.1
"122","JoshData/xml_diff",1,1,8,7,1.14286,"IssuesEvent",8,7,1.14286,0.1
"123","inspirehep/inspirehep-search-js",33,3,83,5,16.6,"IssueCommentEvent",83,5,16.6,0.2
"124","JoshData/xml_diff",1,1,8,7,1.14286,"ForkEvent",8,7,1.14286,0.1
"125","lexiht/crm",14,2,51,3,17,"PushEvent",51,3,17,0.3
"126","javabilities/kafka-demo",1,1,6,3,2,"WatchEvent",6,3,2,0.3
"127","g4lvanix/PIC-tutorials",2,2,5,4,1.25,"WatchEvent",5,4,1.25,0.3
"128","jshao100/Intelligent-Search",5,2,58,4,14.5,"CreateEvent",58,4,14.5,0.3
"129","lexiht/crm",10,2,51,3,17,"PullRequestEvent",51,3,17,0.3
"130","pcherenkov/udpxy",2,1,15,10,1.5,"IssueCommentEvent",15,10,1.5,0.1
"131","Jiangxiaogang/QSV2FLV",1,1,5,5,1,"ForkEvent",5,5,1,0.2
"132","JellyBool/laravist-demo",4,1,11,4,2.75,"PushEvent",11,4,2.75,0.3
"133","slidewiki/microservice-template",11,2,13,3,4.33333,"PushEvent",13,3,4.33333,0.3
"134","wuyumin/whatdevice",4,4,34,6,5.66667,"WatchEvent",34,6,5.66667,0.2
"135","ixdi/migracions",6,1,36,8,4.5,"CreateEvent",36,8,4.5,0.1
"136","MaxCDN/node-maxcdn",1,1,40,8,5,"CreateEvent",40,8,5,0.1
"137","muhammad-magdy/WPFToastNotification",2,1,43,16,2.6875,"CreateEvent",43,16,2.6875,0.1
"138","ZanHorvat/eliteAngular2",2,1,11,3,3.66667,"CreateEvent",11,3,3.66667,0.3
"139","YacoobHolden/monster-ui",109,1,546,3,182,"DeleteEvent",546,3,182,0.3
"140","open-physiology/open-physiology-model",1,1,20,3,6.66667,"MemberEvent",20,3,6.66667,0.3
"141","MaxCDN/node-maxcdn",4,2,40,8,5,"PullRequestEvent",40,8,5,0.1
"142","jcherqui/rdcli",14,1,87,6,14.5,"PullRequestEvent",87,6,14.5,0.2
"143","SymphonyTeleca/OpenTouryo",102,5,370,5,74,"IssueCommentEvent",370,5,74,0.2
"144","OpenChannelSSD/liblightnvm",1,1,568,13,43.69231,"CommitCommentEvent",568,13,43.69231,0.1
"145","apploft/APLKeyboardControls",2,2,7,5,1.4,"ForkEvent",7,5,1.4,0.2
"146","EmceeEscher/Robot-thermo-group",1,1,642,4,160.5,"WatchEvent",642,4,160.5,0.3
"147","bmorris3/bootcamp_demo",3,1,38,7,5.42857,"CreateEvent",38,7,5.42857,0.1
"148","lexiht/crm",13,2,51,3,17,"IssuesEvent",51,3,17,0.3
"149","todogroup/opencodeofconduct",5,2,17,10,1.7,"IssueCommentEvent",17,10,1.7,0.1
"150","acoustichero/goldenrod.vim",1,1,12,4,3,"ForkEvent",12,4,3,0.3
"151","jmhenrique/adblock",3,3,89,5,17.8,"ForkEvent",89,5,17.8,0.2
"152","bccharts/latin-declensions",1,1,3,3,1,"PushEvent",3,3,1,0.3
"153","zhaozhentao/ScaleImageView",3,3,5,5,1,"WatchEvent",5,5,1,0.2
"154","jcherqui/rdcli",8,1,87,6,14.5,"DeleteEvent",87,6,14.5,0.2
"155","SymphonyTeleca/OpenTouryo",21,2,370,5,74,"DeleteEvent",370,5,74,0.2
"156","bmorris3/bootcamp_demo",2,1,38,7,5.42857,"IssueCommentEvent",38,7,5.42857,0.1
"157","javabilities/kafka-demo",2,2,6,3,2,"ForkEvent",6,3,2,0.3
"158","archiejs/archiejs",24,1,32,7,4.57143,"PushEvent",32,7,4.57143,0.1
"159","apploft/APLKeyboardControls",5,4,7,5,1.4,"WatchEvent",7,5,1.4,0.2
"160","ibm-bluemix-mobile-services/appid-clientsdk-android",4,2,33,4,8.25,"CreateEvent",33,4,8.25,0.3
"161","IcaliaLabs/sepomex",8,2,48,14,3.42857,"DeleteEvent",48,14,3.42857,0.1
"162","jcherqui/rdcli",3,2,87,6,14.5,"ForkEvent",87,6,14.5,0.2
"163","select/cleaver-select-theme",1,1,4,4,1,"ForkEvent",4,4,1,0.3
"164","szieke/ScriptCommunicator_serial-terminal",3,3,156,9,17.33333,"ForkEvent",156,9,17.33333,0.1
"165","SimonSapin/rustc-test",1,1,4,3,1.33333,"PushEvent",4,3,1.33333,0.3
"166","bibryam/openshift-recipes",9,1,14,5,2.8,"PushEvent",14,5,2.8,0.2
"167","liampauling/betfairlightweight",9,9,169,13,13,"WatchEvent",169,13,13,0.1
"168","updateing/mentohust-v4-proxy",4,2,28,8,3.5,"IssuesEvent",28,8,3.5,0.1
"169","updateing/mentohust-v4-proxy",11,3,28,8,3.5,"IssueCommentEvent",28,8,3.5,0.1
"170","TerranUlm/MyBB-Plugin-Teamspeak3-Sync",17,1,45,4,11.25,"PushEvent",45,4,11.25,0.3
"171","samuelcouch/node-teespring",3,3,5,5,1,"WatchEvent",5,5,1,0.2
"172","tpope/heroku-fucking-console",8,8,9,9,1,"WatchEvent",9,9,1,0.1
"173","Zzapps/GAS2GitHub2GAS",1,1,10,3,3.33333,"CreateEvent",10,3,3.33333,0.3
"174","achurch/decaf-emu",144,1,643,5,128.6,"DeleteEvent",643,5,128.6,0.2
"175","wuyumin/whatdevice",2,1,34,6,5.66667,"DeleteEvent",34,6,5.66667,0.2
"176","SymphonyTeleca/OpenTouryo",56,4,370,5,74,"PullRequestEvent",370,5,74,0.2
"177","chatid/iframe-transport",5,2,18,3,6,"PushEvent",18,3,6,0.3
"178","slidewiki/microservice-template",1,1,13,3,4.33333,"WatchEvent",13,3,4.33333,0.3
"179","EmceeEscher/Robot-thermo-group",22,3,642,4,160.5,"CreateEvent",642,4,160.5,0.3
"180","PacktPublishing/JavaScript-For-.NET-Developers",2,1,7,3,2.33333,"CreateEvent",7,3,2.33333,0.3
"181","IcaliaLabs/sepomex",7,4,48,14,3.42857,"IssuesEvent",48,14,3.42857,0.1
"182","szieke/ScriptCommunicator_serial-terminal",4,2,156,9,17.33333,"PullRequestEvent",156,9,17.33333,0.1
"183","chatid/iframe-transport",1,1,18,3,6,"IssueCommentEvent",18,3,6,0.3
"184","strands-project/rosdistro",8,3,377,4,94.25,"IssueCommentEvent",377,4,94.25,0.3
"185","hseos/hseos-course",1,1,31,13,2.38462,"PublicEvent",31,13,2.38462,0.1
"186","bmorris3/bootcamp_demo",1,1,38,7,5.42857,"PullRequestReviewCommentEvent",38,7,5.42857,0.1
"187","zhaozhentao/ScaleImageView",2,2,5,5,1,"ForkEvent",5,5,1,0.2
"188","everypolitician-scrapers/japan",2,2,1651,4,412.75,"PullRequestEvent",1651,4,412.75,0.3
"189","rmodbus/rmodbus",2,2,29,6,4.83333,"WatchEvent",29,6,4.83333,0.2
"190","Wikifab/wikifab-main",3,3,93,15,6.2,"ForkEvent",93,15,6.2,0.1
"191","szieke/ScriptCommunicator_serial-terminal",4,1,156,9,17.33333,"IssueCommentEvent",156,9,17.33333,0.1
"192","gatkin/commute-tracker",5,5,6,6,1,"WatchEvent",6,6,1,0.2
"193","drichardson/examples",5,5,8,8,1,"ForkEvent",8,8,1,0.1
"194","idanwe/ionic-whatsapp",6,6,15,14,1.07143,"WatchEvent",15,14,1.07143,0.1
"195","IcaliaLabs/sepomex",6,2,48,14,3.42857,"PushEvent",48,14,3.42857,0.1
"196","Alexander1002/rails-scrap",9,3,12,3,4,"PushEvent",12,3,4,0.3
"197","energiekollektiv/openmod.sh",2,2,84,5,16.8,"ForkEvent",84,5,16.8,0.2
"198","tsjing/tsjing-date-picker",7,2,9,4,2.25,"PushEvent",9,4,2.25,0.3
"199","pcherenkov/udpxy",3,3,15,10,1.5,"WatchEvent",15,10,1.5,0.1
"200","bibryam/openshift-recipes",1,1,14,5,2.8,"WatchEvent",14,5,2.8,0.2
"201","OpenChannelSSD/liblightnvm",2,1,568,13,43.69231,"IssuesEvent",568,13,43.69231,0.1
"202","javabilities/kafka-demo",2,2,6,3,2,"IssueCommentEvent",6,3,2,0.3
"203","Softmotions/ejdb-python",4,4,8,6,1.33333,"WatchEvent",8,6,1.33333,0.2
"204","achurch/decaf-emu",2,2,643,5,128.6,"WatchEvent",643,5,128.6,0.2
"205","Wikifab/wikifab-main",13,12,93,15,6.2,"WatchEvent",93,15,6.2,0.1
"206","EmceeEscher/Robot-thermo-group",10,1,642,4,160.5,"DeleteEvent",642,4,160.5,0.3
"207","lexiht/crm",1,1,51,3,17,"MemberEvent",51,3,17,0.3
"208","ergolab-NCKU/labWeb",5,1,66,10,6.6,"MemberEvent",66,10,6.6,0.1
"209","jcherqui/rdcli",5,2,87,6,14.5,"IssueCommentEvent",87,6,14.5,0.2
"210","muhammad-magdy/WPFToastNotification",7,3,43,16,2.6875,"IssueCommentEvent",43,16,2.6875,0.1
"211","relateiq/gwizard",2,1,5,3,1.66667,"CreateEvent",5,3,1.66667,0.3
"212","admob-google/admob-phonegap",3,3,6,4,1.5,"WatchEvent",6,4,1.5,0.3
"213","easydigitaldownloads/edd-per-product-emails",3,3,56,11,5.09091,"WatchEvent",56,11,5.09091,0.1
"214","energiekollektiv/openmod.sh",4,1,84,5,16.8,"IssueCommentEvent",84,5,16.8,0.2
"215","OpenChannelSSD/liblightnvm",5,5,568,13,43.69231,"WatchEvent",568,13,43.69231,0.1
"216","liampauling/betfairlightweight",14,1,169,13,13,"CreateEvent",169,13,13,0.1
"217","MHordecki/readability-redux",15,15,21,19,1.10526,"WatchEvent",21,19,1.10526,0.1
"218","energiekollektiv/openmod.sh",55,3,84,5,16.8,"PushEvent",84,5,16.8,0.2
"219","achurch/decaf-emu",341,1,643,5,128.6,"PushEvent",643,5,128.6,0.2
"220","updateing/mentohust-v4-proxy",1,1,28,8,3.5,"PushEvent",28,8,3.5,0.1
"221","gatkin/commute-tracker",1,1,6,6,1,"ForkEvent",6,6,1,0.2
"222","ibm-bluemix-mobile-services/appid-clientsdk-android",1,1,33,4,8.25,"PullRequestEvent",33,4,8.25,0.3
"223","everypolitician-scrapers/japan",1,1,1651,4,412.75,"PullRequestReviewCommentEvent",1651,4,412.75,0.3
"224","JoshData/xml_diff",1,1,8,7,1.14286,"IssueCommentEvent",8,7,1.14286,0.1
"225","ThePatrickStar/LearnCapstone",1,1,8,5,1.6,"MemberEvent",8,5,1.6,0.2
"226","bccharts/latin-declensions",2,2,3,3,1,"WatchEvent",3,3,1,0.3
"227","updateing/mentohust-v4-proxy",4,4,28,8,3.5,"WatchEvent",28,8,3.5,0.1
"228","MHordecki/readability-redux",6,6,21,19,1.10526,"ForkEvent",21,19,1.10526,0.1
"229","bmorris3/bootcamp_demo",8,6,38,7,5.42857,"IssuesEvent",38,7,5.42857,0.1
"230","easydigitaldownloads/edd-per-product-emails",15,6,56,11,5.09091,"IssueCommentEvent",56,11,5.09091,0.1
"231","SymphonyTeleca/OpenTouryo",86,4,370,5,74,"PullRequestReviewCommentEvent",370,5,74,0.2
"232","strands-project/rosdistro",247,2,377,4,94.25,"PushEvent",377,4,94.25,0.3
"233","JellyBool/laravist-demo",1,1,11,4,2.75,"ForkEvent",11,4,2.75,0.3
"234","aKalisch/GOSX-Multihack",1,1,62,10,6.2,"ForkEvent",62,10,6.2,0.1
"235","advizex/runbook",7,3,7,3,2.33333,"PushEvent",7,3,2.33333,0.3
"236","MaxCDN/node-maxcdn",2,2,40,8,5,"WatchEvent",40,8,5,0.1
"237","hseos/hseos-course",9,8,31,13,2.38462,"WatchEvent",31,13,2.38462,0.1
"238","MaxCDN/node-maxcdn",1,1,40,8,5,"DeleteEvent",40,8,5,0.1
"239","shehzan10/arrayfire",38,1,256,4,64,"DeleteEvent",256,4,64,0.3
"240","kevinbeaty/transducers-explained",6,2,10,4,2.5,"IssueCommentEvent",10,4,2.5,0.3
"241","TerranUlm/MyBB-Plugin-Teamspeak3-Sync",5,3,45,4,11.25,"IssueCommentEvent",45,4,11.25,0.3
"242","NethServer/nethserver-firewall-base",3,2,128,6,21.33333,"IssueCommentEvent",128,6,21.33333,0.2
"243","easydigitaldownloads/edd-per-product-emails",2,2,56,11,5.09091,"PullRequestReviewCommentEvent",56,11,5.09091,0.1
"244","shmup/miniboa",2,2,14,6,2.33333,"ForkEvent",14,6,2.33333,0.2
"245","drichardson/examples",1,1,8,8,1,"PushEvent",8,8,1,0.1
"246","YacoobHolden/monster-ui",281,1,546,3,182,"PushEvent",546,3,182,0.3
"247","jmhenrique/adblock",82,1,89,5,17.8,"PushEvent",89,5,17.8,0.2
"248","tomachalek/orzojs",6,1,32,3,10.66667,"PushEvent",32,3,10.66667,0.3
"249","Mcdostone/HTML-CSS",2,1,15,3,5,"CreateEvent",15,3,5,0.3
"250","jmhenrique/adblock",2,1,89,5,17.8,"CreateEvent",89,5,17.8,0.2
"251","tomachalek/orzojs",5,1,32,3,10.66667,"DeleteEvent",32,3,10.66667,0.3
"252","jcherqui/rdcli",2,1,87,6,14.5,"ReleaseEvent",87,6,14.5,0.2
"253","updateing/mentohust-v4-proxy",2,2,28,8,3.5,"PullRequestEvent",28,8,3.5,0.1
"254","IcaliaLabs/sepomex",4,2,48,14,3.42857,"PullRequestEvent",48,14,3.42857,0.1
"255","grantmcwilliams/PlexForBoxee",7,2,11,5,2.2,"IssueCommentEvent",11,5,2.2,0.2
"256","strands-project/rosdistro",1,1,377,4,94.25,"ForkEvent",377,4,94.25,0.3
"257","jshao100/Intelligent-Search",46,4,58,4,14.5,"PushEvent",58,4,14.5,0.3
"258","select/cleaver-select-theme",3,3,4,4,1,"WatchEvent",4,4,1,0.3
"259","jcherqui/rdcli",10,1,87,6,14.5,"CreateEvent",87,6,14.5,0.2
"260","SymphonyTeleca/OpenTouryo",25,3,370,5,74,"CreateEvent",370,5,74,0.2
"261","MaxCDN/node-maxcdn",3,2,40,8,5,"IssuesEvent",40,8,5,0.1
"262","chatid/iframe-transport",3,2,18,3,6,"PullRequestEvent",18,3,6,0.3
"263","jmhenrique/adblock",1,1,89,5,17.8,"IssueCommentEvent",89,5,17.8,0.2
"264","inspirehep/inspirehep-search-js",1,1,83,5,16.6,"ForkEvent",83,5,16.6,0.2
"265","acoustichero/goldenrod.vim",7,1,12,4,3,"PushEvent",12,4,3,0.3
"266","PacktPublishing/JavaScript-For-.NET-Developers",3,1,7,3,2.33333,"PushEvent",7,3,2.33333,0.3
"267","todogroup/opencodeofconduct",6,6,17,10,1.7,"WatchEvent",17,10,1.7,0.1
"268","JoshData/xml_diff",5,5,8,7,1.14286,"WatchEvent",8,7,1.14286,0.1
"269","lexiht/crm",4,2,51,3,17,"DeleteEvent",51,3,17,0.3
"270","shmup/miniboa",2,1,14,6,2.33333,"IssuesEvent",14,6,2.33333,0.2
"271","liulei1007/svm",2,1,437,4,109.25,"PullRequestEvent",437,4,109.25,0.3
"272","IcaliaLabs/sepomex",10,4,48,14,3.42857,"IssueCommentEvent",48,14,3.42857,0.1
"273","jjv360/InfoWatch",1,1,10,4,2.5,"ForkEvent",10,4,2.5,0.3
"274","samuelcouch/node-teespring",1,1,5,5,1,"ForkEvent",5,5,1,0.2
"275","besimaltnok/scapy-cheatsheet",1,1,5,4,1.25,"ForkEvent",5,4,1.25,0.3
"276","PacktPublishing/JavaScript-For-.NET-Developers",1,1,7,3,2.33333,"ForkEvent",7,3,2.33333,0.3
"277","danielgielowjr/TapToLearn",50,2,51,3,17,"PushEvent",51,3,17,0.3
"278","JellyBool/laravist-demo",2,2,11,4,2.75,"WatchEvent",11,4,2.75,0.3
"279","rchrd2/dokku-node-js-example",1,1,4,4,1,"WatchEvent",4,4,1,0.3
"280","achurch/decaf-emu",147,1,643,5,128.6,"CreateEvent",643,5,128.6,0.2
